"Correct_Village","DW","month","year","round","Dogs"
"liwale_mbaya_mtawango","liwale_mbaya",55,2014,3,1
"liwale_mbaya_namihu","liwale_mbaya",55,2014,3,11
"liwale_mbaya_namtumbwa","liwale_mbaya",55,2014,3,2
"liwale_mbaya_nduruka","liwale_mbaya",55,2014,3,12
"liwale_mihumo_darajani","liwale_mihumo",55,2014,3,3
"liwale_mihumo_likombora","liwale_mihumo",55,2014,3,13
"liwale_mihumo_mihumo","liwale_mihumo",55,2014,3,6
"liwale_mihumo_turuki","liwale_mihumo",55,2014,3,5
"liwale_mirui_kipelele","liwale_mirui",55,2014,3,3
"liwale_mirui_linengene","liwale_mirui",55,2014,3,5
"liwale_mirui_mirui","liwale_mirui",55,2014,3,10
"liwale_mirui_naujombo","liwale_mirui",55,2014,3,10
"liwale_mlembwe_mlembwe","liwale_mlembwe",55,2014,3,4
"liwale_mlembwe_ndambinda","liwale_mlembwe",55,2014,3,2
"liwale_mlembwe_ndapata","liwale_mlembwe",55,2014,3,4
"liwale_mpigamiti_mitawa","liwale_mpigamiti",55,2014,3,20
"liwale_mpigamiti_mpigamiti","liwale_mpigamiti",55,2014,3,2
"liwale_mpigamiti_namakololo","liwale_mpigamiti",55,2014,3,24
"liwale_nangando_kinguluwila","liwale_nangando",55,2014,3,9
"liwale_nangando_kitamamuhi","liwale_nangando",55,2014,3,8
"liwale_nangando_lindota","liwale_nangando",55,2014,3,17
"liwale_nangando_mbonde","liwale_nangando",55,2014,3,13
"liwale_nangando_nangando","liwale_nangando",55,2014,3,15
"liwale_nangano_mitungunyu","liwale_nangano",55,2014,3,2
"liwale_nangano_nahoro","liwale_nangano",55,2014,3,4
"liwale_nangano_nangano","liwale_nangano",55,2014,3,8
"liwale_ngongowele_mikuyu","liwale_ngongowele",55,2014,3,6
"liwale_ngongowele_ngongowele","liwale_ngongowele",55,2014,3,7
"liwale_ngongowele_ngunja","liwale_ngongowele",55,2014,3,3
"newala_chihangu_chihangua","newala_chihangu",55,2014,3,12
"newala_chihangu_chihangub","newala_chihangu",55,2014,3,13
"newala_chihangu_idamnole","newala_chihangu",55,2014,3,16
"newala_chihangu_mtongwelejuu","newala_chihangu",55,2014,3,11
"newala_chilangala_chilangala","newala_chilangala",55,2014,3,6
"newala_chilangala_mikumbi","newala_chilangala",55,2014,3,31
"newala_chilangala_miyuyu","newala_chilangala",55,2014,3,2
"newala_chilangala_mkongi","newala_chilangala",55,2014,3,4
"newala_chilangala_mkudumba","newala_chilangala",55,2014,3,12
"newala_chilangala_namdimba","newala_chilangala",55,2014,3,19
"newala_chilangala_navanga","newala_chilangala",55,2014,3,8
"newala_chitekete_chitekete","newala_chitekete",55,2014,3,8
"newala_chitekete_mchangani","newala_chitekete",55,2014,3,4
"newala_chitekete_nambudi","newala_chitekete",55,2014,3,6
"newala_chitekete_namkonda","newala_chitekete",55,2014,3,6
"newala_chiwonga_chiwonga","newala_chiwonga",55,2014,3,4
"newala_chiwonga_mmulunga","newala_chiwonga",55,2014,3,12
"newala_chiwonga_pachanne","newala_chiwonga",55,2014,3,2
"newala_chiwonga_ukombozi","newala_chiwonga",55,2014,3,6
"newala_kitangari_kitangarihospitali","newala_kitangari",55,2014,3,7
"newala_kitangari_kitangarisokoni","newala_kitangari",55,2014,3,20
"newala_kitangari_mandala","newala_kitangari",55,2014,3,7
"newala_kitangari_mapinduzi","newala_kitangari",55,2014,3,6
"newala_kitangari_mitema","newala_kitangari",55,2014,3,14
"newala_kitangari_mmovo","newala_kitangari",55,2014,3,18
"newala_kitangari_mnali","newala_kitangari",55,2014,3,4
"newala_kitangari_namkonda","newala_kitangari",55,2014,3,18
"newala_kitangari_nanda","newala_kitangari",55,2014,3,25
"newala_luchindu_chitandi","newala_luchindu",55,2014,3,38
"newala_luchindu_lingana","newala_luchindu",55,2014,3,5
"newala_luchindu_luchingu","newala_luchindu",55,2014,3,24
"newala_luchindu_nangwala","newala_luchindu",55,2014,3,66
"newala_luchindu_tupendane","newala_luchindu",55,2014,3,10
"newala_makonga_juhudi","newala_makonga",55,2014,3,5
"newala_makonga_kiliduii","newala_makonga",55,2014,3,3
"newala_makonga_makonga","newala_makonga",55,2014,3,12
"newala_makonga_mtangalanga","newala_makonga",55,2014,3,8
"newala_makonga_nanyonda","newala_makonga",55,2014,3,2
"newala_makote_chikwaya","newala_makote",55,2014,3,9
"newala_makote_kikuyu","newala_makote",55,2014,3,12
"newala_makote_kipimi","newala_makote",55,2014,3,8
"newala_makote_mahumbika","newala_makote",55,2014,3,17
"newala_makote_makondeko","newala_makote",55,2014,3,7
"newala_makote_makote","newala_makote",55,2014,3,9
"newala_malatu_malatujuu","newala_malatu",55,2014,3,4
"newala_malatu_malatushuleni","newala_malatu",55,2014,3,6
"newala_malatu_mkunjo","newala_malatu",55,2014,3,4
"newala_malatu_mnolela","newala_malatu",55,2014,3,5
"newala_malatu_mtanda","newala_malatu",55,2014,3,2
"newala_malatu_tuyangatane","newala_malatu",55,2014,3,3
"newala_maputi_kadengwa","newala_maputi",55,2014,3,2
"newala_maputi_maputi","newala_maputi",55,2014,3,14
"newala_maputi_mikwanga","newala_maputi",55,2014,3,3
"newala_maputi_mnauya","newala_maputi",55,2014,3,4
"newala_maputi_mtongwele","newala_maputi",55,2014,3,8
"newala_mchemo_chiule","newala_mchemo",55,2014,3,4
"newala_mchemo_lengo","newala_mchemo",55,2014,3,3
"newala_mchemo_machenje","newala_mchemo",55,2014,3,4
"newala_mchemo_mchedebwa","newala_mchemo",55,2014,3,2
"newala_mchemo_mchemoa","newala_mchemo",55,2014,3,3
"newala_mchemo_mkupete","newala_mchemo",55,2014,3,2
"newala_mchemo_songambele","newala_mchemo",55,2014,3,5
"newala_mcholii_chihwindi","newala_mcholii",55,2014,3,3
"newala_mcholii_chiunjira","newala_mcholii",55,2014,3,7
"newala_mcholii_makorongo","newala_mcholii",55,2014,3,1
"newala_mcholii_mcholigodauni","newala_mcholii",55,2014,3,6
"newala_mcholii_pachoto","newala_mcholii",55,2014,3,5
"newala_mcholiii_lidumbeshule","newala_mcholiii",55,2014,3,4
"newala_mcholiii_mitumbati","newala_mcholiii",55,2014,3,3
"newala_mcholiii_mnaida","newala_mcholiii",55,2014,3,3
"newala_mcholiii_msilili","newala_mcholiii",55,2014,3,3
"newala_mcholiii_tawala","newala_mcholiii",55,2014,3,3
"newala_mdimbampelempele_chitenda","newala_mdimbampelempele",55,2014,3,3
"newala_mdimbampelempele_mdimbampelempele","newala_mdimbampelempele",55,2014,3,2
"newala_mdimbampelempele_minjale","newala_mdimbampelempele",55,2014,3,8
"newala_mdimbampelempele_ngalu","newala_mdimbampelempele",55,2014,3,4
"newala_mkomaii_chikalule","newala_mkomaii",55,2014,3,11
"newala_mkomaii_lihanga","newala_mkomaii",55,2014,3,18
"newala_mkomaii_lochinu","newala_mkomaii",55,2014,3,23
"newala_mkomaii_mkomaii","newala_mkomaii",55,2014,3,3
"newala_mkomaii_nangudyane","newala_mkomaii",55,2014,3,10
"newala_mkunya_chihanga","newala_mkunya",55,2014,3,8
"newala_mkunya_kiuta","newala_mkunya",55,2014,3,5
"newala_mkunya_matokeo","newala_mkunya",55,2014,3,9
"newala_mkunya_mkunya","newala_mkunya",55,2014,3,17
"newala_mkunya_rahaleo","newala_mkunya",55,2014,3,39
"newala_mnekachi_imani","newala_mnekachi",55,2014,3,10
"newala_mnekachi_kazamoyo","newala_mnekachi",55,2014,3,6
"newala_mnekachi_mkomai","newala_mnekachi",55,2014,3,18
"newala_mnekachi_nambunga","newala_mnekachi",55,2014,3,10
"newala_mnyambe_bahati","newala_mnyambe",55,2014,3,8
"newala_mnyambe_hengapano","newala_mnyambe",55,2014,3,5
"newala_mnyambe_majembejuu","newala_mnyambe",55,2014,3,12
"newala_mnyambe_mnima","newala_mnyambe",55,2014,3,39
"newala_mnyambe_mnyambe","newala_mnyambe",55,2014,3,21
"newala_mtonya_kilimahewa","newala_mtonya",55,2014,3,13
"newala_mtonya_majengo","newala_mtonya",55,2014,3,38
"newala_mtonya_moneka","newala_mtonya",55,2014,3,18
"newala_mtopwa_chilondolo","newala_mtopwa",55,2014,3,13
"newala_mtopwa_mnyeu","newala_mtopwa",55,2014,3,37
"newala_mtopwa_mtopwa","newala_mtopwa",55,2014,3,24
"newala_mtopwa_tukazane","newala_mtopwa",55,2014,3,11
"newala_nakahako_mpalu","newala_nakahako",55,2014,3,4
"newala_nakahako_nakahako","newala_nakahako",55,2014,3,8
"newala_nambali_chilende","newala_nambali",55,2014,3,15
"newala_nambali_mahoha","newala_nambali",55,2014,3,21
"newala_nambali_mmalachi","newala_nambali",55,2014,3,15
"newala_nambali_nambalia","newala_nambali",55,2014,3,35
"newala_nambali_nambalib","newala_nambali",55,2014,3,36
"newala_namiyonga_londo","newala_namiyonga",55,2014,3,6
"newala_namiyonga_magombo","newala_namiyonga",55,2014,3,10
"newala_namiyonga_nakachela","newala_namiyonga",55,2014,3,15
"newala_namiyonga_namiyonga","newala_namiyonga",55,2014,3,17
"newala_nandwahi_madaba","newala_nandwahi",55,2014,3,3
"newala_nandwahi_mbembele","newala_nandwahi",55,2014,3,4
"newala_nandwahi_mpirani","newala_nandwahi",55,2014,3,3
"newala_nandwahi_nandwahi","newala_nandwahi",55,2014,3,3
"newala_nandwahi_vihokoli","newala_nandwahi",55,2014,3,6
"newala_nanguruwe_magumuchila","newala_nanguruwe",55,2014,3,11
"newala_nanguruwe_mapili","newala_nanguruwe",55,2014,3,9
"newala_nanguruwe_mnanje","newala_nanguruwe",55,2014,3,17
"newala_nanguruwe_nanguruwe","newala_nanguruwe",55,2014,3,90
"newala_nanguruwe_samora","newala_nanguruwe",55,2014,3,42
"mtwaraurban_chikongola_mtawike","mtwaraurban_chikongola",57,2014,3,3
"mtwaraurban_chuno_ligulaa","mtwaraurban_chuno",57,2014,3,25
"mtwaraurban_chuno_ligulab","mtwaraurban_chuno",57,2014,3,9
"mtwaraurban_chuno_ligulac","mtwaraurban_chuno",57,2014,3,16
"mtwaraurban_chuno_majengo","mtwaraurban_chuno",57,2014,3,7
"mtwaraurban_chuno_miseti","mtwaraurban_chuno",57,2014,3,10
"mtwaraurban_jangwani_mtangashari","mtwaraurban_jangwani",57,2014,3,15
"mtwaraurban_likombe_lilungu","mtwaraurban_likombe",57,2014,3,5
"mtwaraurban_likombe_mangamba","mtwaraurban_likombe",57,2014,3,39
"mtwaraurban_likombe_mdenga","mtwaraurban_likombe",57,2014,3,3
"mtwaraurban_likombe_mlimani","mtwaraurban_likombe",57,2014,3,9
"mtwaraurban_likombe_mtawanya","mtwaraurban_likombe",57,2014,3,19
"mtwaraurban_magengeni_boma","mtwaraurban_magengeni",57,2014,3,2
"mtwaraurban_magengeni_magengeni","mtwaraurban_magengeni",57,2014,3,3
"mtwaraurban_mtonya_mtonyaa","mtwaraurban_mtonya",57,2014,3,19
"mtwaraurban_naliendele_mkangala","mtwaraurban_naliendele",57,2014,3,13
"mtwaraurban_naliendele_naliendele","mtwaraurban_naliendele",57,2014,3,47
"mtwaraurban_rahaleo_nandope","mtwaraurban_rahaleo",57,2014,3,4
"mtwaraurban_rahaleo_pentecoste","mtwaraurban_rahaleo",57,2014,3,2
"mtwaraurban_shangani_indiankota","mtwaraurban_shangani",57,2014,3,16
"mtwaraurban_shangani_kiyangua","mtwaraurban_shangani",57,2014,3,10
"mtwaraurban_shangani_ligulakati","mtwaraurban_shangani",57,2014,3,1
"mtwaraurban_shangani_shanganieast","mtwaraurban_shangani",57,2014,3,28
"mtwaraurban_shangani_shanganiwest","mtwaraurban_shangani",57,2014,3,72
"mtwaraurban_ufukoni_bombalabure","mtwaraurban_ufukoni",57,2014,3,2
"mtwaraurban_ufukoni_chipuputa","mtwaraurban_ufukoni",57,2014,3,16
"mtwaraurban_ufukoni_kagera","mtwaraurban_ufukoni",57,2014,3,1
"mtwaraurban_ufukoni_magomenia","mtwaraurban_ufukoni",57,2014,3,2
"mtwaraurban_ufukoni_magomenib","mtwaraurban_ufukoni",57,2014,3,3
"mtwaraurban_ufukoni_magomenishuleni","mtwaraurban_ufukoni",57,2014,3,30
"mtwaraurban_ufukoni_magomenitulivu","mtwaraurban_ufukoni",57,2014,3,2
"mtwaraurban_ufukoni_matopeni","mtwaraurban_ufukoni",57,2014,3,12
"mtwaraurban_ufukoni_mbae","mtwaraurban_ufukoni",57,2014,3,55
"mtwaraurban_ufukoni_ufukonistendi","mtwaraurban_ufukoni",57,2014,3,38
"mtwaraurban_vigaeni_sinani","mtwaraurban_vigaeni",57,2014,3,2
"mtwararural_chawi_arusha","mtwararural_chawi",68,2015,4,4
"mtwararural_chawi_mkomo","mtwararural_chawi",68,2015,4,4
"mtwararural_chawi_ngonja","mtwararural_chawi",68,2015,4,11
"mtwararural_dihimba_dihimba","mtwararural_dihimba",68,2015,4,10
"mtwararural_dihimba_manamawa","mtwararural_dihimba",68,2015,4,7
"mtwararural_dihimba_mpondomo","mtwararural_dihimba",68,2015,4,2
"mtwararural_dihimba_namanjele","mtwararural_dihimba",68,2015,4,2
"mtwararural_dihimba_njumbuli","mtwararural_dihimba",68,2015,4,16
"mtwararural_kiromba_kiromba","mtwararural_kiromba",68,2015,4,13
"mtwararural_kiromba_misufini","mtwararural_kiromba",68,2015,4,4
"mtwararural_kitaya_kilombachini","mtwararural_kitaya",68,2015,4,2
"mtwararural_kitaya_kitaya","mtwararural_kitaya",68,2015,4,8
"mtwararural_kitaya_mayembejuu","mtwararural_kitaya",68,2015,4,10
"mtwararural_kitaya_mchanje","mtwararural_kitaya",68,2015,4,5
"mtwararural_kitere_chekeleni","mtwararural_kitere",68,2015,4,2
"mtwararural_kitere_chemchem","mtwararural_kitere",68,2015,4,5
"mtwararural_kitere_lilido","mtwararural_kitere",68,2015,4,4
"mtwararural_kitere_nakada","mtwararural_kitere",68,2015,4,10
"mtwararural_kitere_namuhi","mtwararural_kitere",68,2015,4,5
"mtwararural_kiyanga_mkahara","mtwararural_kiyanga",68,2015,4,1
"mtwararural_libobe_libobeb","mtwararural_libobe",68,2015,4,14
"mtwararural_libobe_mingwena","mtwararural_libobe",68,2015,4,2
"mtwararural_libobe_mnyija","mtwararural_libobe",68,2015,4,23
"mtwararural_madimba_litembe","mtwararural_madimba",68,2015,4,3
"mtwararural_madimba_madimba","mtwararural_madimba",68,2015,4,22
"mtwararural_madimba_mitambo","mtwararural_madimba",68,2015,4,4
"mtwararural_madimba_mngoji","mtwararural_madimba",68,2015,4,2
"mtwararural_madimba_msimbati","mtwararural_madimba",68,2015,4,2
"mtwararural_madimba_mtandi","mtwararural_madimba",68,2015,4,1
"mtwararural_madimba_namindondi","mtwararural_madimba",68,2015,4,14
"mtwararural_mahurunga_kihimika","mtwararural_mahurunga",68,2015,4,1
"mtwararural_mahurunga_kilombero","mtwararural_mahurunga",68,2015,4,7
"mtwararural_mahurunga_kitunguli","mtwararural_mahurunga",68,2015,4,4
"mtwararural_mahurunga_kivava","mtwararural_mahurunga",68,2015,4,6
"mtwararural_mahurunga_mahurunga","mtwararural_mahurunga",68,2015,4,11
"mtwararural_mayanga_hiyari","mtwararural_mayanga",68,2015,4,11
"mtwararural_mayanga_kawawa","mtwararural_mayanga",68,2015,4,1
"mtwararural_mayanga_likonde","mtwararural_mayanga",68,2015,4,10
"mtwararural_mayanga_mkunwa","mtwararural_mayanga",68,2015,4,11
"mtwararural_mayanga_msijute","mtwararural_mayanga",68,2015,4,22
"mtwararural_mayanga_nanyati","mtwararural_mayanga",68,2015,4,2
"mtwararural_mbawala_mailikumi","mtwararural_mbawala",68,2015,4,14
"mtwararural_mbawala_makome","mtwararural_mbawala",68,2015,4,20
"mtwararural_mbawala_mbawala","mtwararural_mbawala",68,2015,4,6
"mtwararural_mbawala_mduwi","mtwararural_mbawala",68,2015,4,6
"mtwararural_mbawala_nachenjele","mtwararural_mbawala",68,2015,4,4
"mtwararural_mbembaleo_mbembaleo","mtwararural_mbembaleo",68,2015,4,6
"mtwararural_mbembaleo_mwamko","mtwararural_mbembaleo",68,2015,4,2
"mtwararural_mbembaleo_mwanganga","mtwararural_mbembaleo",68,2015,4,10
"mtwararural_milangominne_milangominne","mtwararural_milangominne",68,2015,4,2
"mtwararural_milangominne_mkumbwanana","mtwararural_milangominne",68,2015,4,9
"mtwararural_milangominne_mnyawibarabarani","mtwararural_milangominne",68,2015,4,5
"mtwararural_milangominne_mnyawisokonii","mtwararural_milangominne",68,2015,4,1
"mtwararural_mnima_ilala","mtwararural_mnima",68,2015,4,12
"mtwararural_mnima_kilimahewa","mtwararural_mnima",68,2015,4,7
"mtwararural_mnima_lipwidi","mtwararural_mnima",68,2015,4,24
"mtwararural_mnima_mangopachanne","mtwararural_mnima",68,2015,4,16
"mtwararural_mnima_mnima","mtwararural_mnima",68,2015,4,3
"mtwararural_mnima_mtama","mtwararural_mnima",68,2015,4,9
"mtwararural_mnima_namahukula","mtwararural_mnima",68,2015,4,21
"mtwararural_mpapura_mpapura","mtwararural_mpapura",68,2015,4,13
"mtwararural_mpapura_nanyani","mtwararural_mpapura",68,2015,4,3
"mtwararural_mpapura_utende","mtwararural_mpapura",68,2015,4,19
"mtwararural_msangamkuu_mnete","mtwararural_msangamkuu",68,2015,4,2
"mtwararural_msangamkuu_msangamkuu","mtwararural_msangamkuu",68,2015,4,3
"mtwararural_msangamkuu_namela","mtwararural_msangamkuu",68,2015,4,6
"mtwararural_msangamkuu_sinde","mtwararural_msangamkuu",68,2015,4,3
"mtwararural_mtimbwilimbwi_mbambakofi","mtwararural_mtimbwilimbwi",68,2015,4,3
"mtwararural_mtimbwilimbwi_mtimbwilimbwi","mtwararural_mtimbwilimbwi",68,2015,4,4
"mtwararural_mtimbwilimbwi_mtopwa","mtwararural_mtimbwilimbwi",68,2015,4,2
"mtwararural_mtimbwilimbwi_nanjedya","mtwararural_mtimbwilimbwi",68,2015,4,7
"mtwararural_mtimbwilimbwi_shaba","mtwararural_mtimbwilimbwi",68,2015,4,23
"mtwararural_mtiniko_malamba","mtwararural_mtiniko",68,2015,4,11
"mtwararural_mtiniko_tulia","mtwararural_mtiniko",68,2015,4,2
"mtwararural_muungano_lyowa","mtwararural_muungano",68,2015,4,5
"mtwararural_muungano_mkwajunichini","mtwararural_muungano",68,2015,4,1
"mtwararural_muungano_muungano","mtwararural_muungano",68,2015,4,10
"mtwararural_namtumbuka_kilimahewa","mtwararural_namtumbuka",68,2015,4,36
"mtwararural_namtumbuka_kiwengulo","mtwararural_namtumbuka",68,2015,4,21
"mtwararural_namtumbuka_mnongodi","mtwararural_namtumbuka",68,2015,4,23
"mtwararural_namtumbuka_namtumbukashuleni","mtwararural_namtumbuka",68,2015,4,15
"mtwararural_namtumbuka_namtumbukasokoni","mtwararural_namtumbuka",68,2015,4,10
"mtwararural_nanguruwe_namanyakatabarabara","mtwararural_nanguruwe",68,2015,4,4
"mtwararural_nanguruwe_namayakatashuleni","mtwararural_nanguruwe",68,2015,4,10
"mtwararural_nanguruwe_nanguruwe","mtwararural_nanguruwe",68,2015,4,22
"mtwararural_nanguruwe_ngorongoro","mtwararural_nanguruwe",68,2015,4,13
"mtwararural_nanyamba_namkuku","mtwararural_nanyamba",68,2015,4,19
"mtwararural_nanyamba_nanyamba","mtwararural_nanyamba",68,2015,4,3
"mtwararural_naumbu_imekuwa","mtwararural_naumbu",68,2015,4,26
"mtwararural_naumbu_kisiwa","mtwararural_naumbu",68,2015,4,28
"mtwararural_naumbu_majengo","mtwararural_naumbu",68,2015,4,47
"mtwararural_naumbu_namgogoli","mtwararural_naumbu",68,2015,4,12
"mtwararural_naumbu_naumbukusini","mtwararural_naumbu",68,2015,4,6
"mtwararural_ndumbwe_changalawe","mtwararural_ndumbwe",68,2015,4,11
"mtwararural_ndumbwe_mbuo","mtwararural_ndumbwe",68,2015,4,27
"mtwararural_ndumbwe_mnyundo","mtwararural_ndumbwe",68,2015,4,3
"mtwararural_ndumbwe_mwatehi","mtwararural_ndumbwe",68,2015,4,4
"mtwararural_ndumbwe_ndumbwe","mtwararural_ndumbwe",68,2015,4,15
"mtwararural_nitekela_kitamabondeni","mtwararural_nitekela",68,2015,4,1
"mtwararural_nitekela_maendeleo","mtwararural_nitekela",68,2015,4,2
"mtwararural_nitekela_miule","mtwararural_nitekela",68,2015,4,5
"mtwararural_nitekela_nitekela","mtwararural_nitekela",68,2015,4,3
"mtwararural_nitekela_niyumba","mtwararural_nitekela",68,2015,4,5
"mtwararural_nitekela_nyundo","mtwararural_nitekela",68,2015,4,5
"mtwararural_nitekela_nyundob","mtwararural_nitekela",68,2015,4,3
"mtwararural_njengwa_hinju","mtwararural_njengwa",68,2015,4,8
"mtwararural_njengwa_majengo","mtwararural_njengwa",68,2015,4,10
"mtwararural_njengwa_nangawanga","mtwararural_njengwa",68,2015,4,19
"mtwararural_njengwa_narunga","mtwararural_njengwa",68,2015,4,2
"mtwararural_njengwa_njengwa","mtwararural_njengwa",68,2015,4,4
"mtwararural_njengwa_ziwanijuu","mtwararural_njengwa",68,2015,4,1
"mtwararural_tangazo_kilambo","mtwararural_tangazo",68,2015,4,13
"mtwararural_tangazo_mayaya","mtwararural_tangazo",68,2015,4,9
"mtwararural_tangazo_tangazo","mtwararural_tangazo",68,2015,4,9
"mtwararural_ziwani_dingwida","mtwararural_ziwani",68,2015,4,7
"mtwararural_ziwani_moma","mtwararural_ziwani",68,2015,4,16
"mtwararural_ziwani_msakala","mtwararural_ziwani",68,2015,4,9
"nanyumbu_chipuputa_chipuputa","nanyumbu_chipuputa",68,2015,4,6
"nanyumbu_chipuputa_mkohola","nanyumbu_chipuputa",68,2015,4,1
"nanyumbu_chipuputa_mpwahia","nanyumbu_chipuputa",68,2015,4,20
"nanyumbu_chipuputa_namaguruvi","nanyumbu_chipuputa",68,2015,4,12
"nanyumbu_chipuputa_namasogo","nanyumbu_chipuputa",68,2015,4,3
"nanyumbu_likokona_likokona","nanyumbu_likokona",68,2015,4,17
"nanyumbu_likokona_makongondela","nanyumbu_likokona",68,2015,4,13
"nanyumbu_likokona_michiga","nanyumbu_likokona",68,2015,4,11
"nanyumbu_likokona_msinyasi","nanyumbu_likokona",68,2015,4,12
"nanyumbu_likokona_namaka","nanyumbu_likokona",68,2015,4,2
"nanyumbu_likokona_pachani","nanyumbu_likokona",68,2015,4,2
"nanyumbu_lumesule_changwale","nanyumbu_lumesule",68,2015,4,32
"nanyumbu_lumesule_chigweje","nanyumbu_lumesule",68,2015,4,5
"nanyumbu_lumesule_lumesule","nanyumbu_lumesule",68,2015,4,7
"nanyumbu_lumesule_mchenjeuka","nanyumbu_lumesule",68,2015,4,15
"nanyumbu_lumesule_nandembo","nanyumbu_lumesule",68,2015,4,6
"nanyumbu_mangaka_kilimanihewa","nanyumbu_mangaka",68,2015,4,17
"nanyumbu_mangaka_mangaka","nanyumbu_mangaka",68,2015,4,36
"nanyumbu_mangaka_mnonia","nanyumbu_mangaka",68,2015,4,7
"nanyumbu_mangaka_mtokora","nanyumbu_mangaka",68,2015,4,5
"nanyumbu_mangaka_ndwikaii","nanyumbu_mangaka",68,2015,4,11
"nanyumbu_mangaka_ngalinje","nanyumbu_mangaka",68,2015,4,6
"nanyumbu_maratani_lipupu","nanyumbu_maratani",68,2015,4,18
"nanyumbu_maratani_malema","nanyumbu_maratani",68,2015,4,36
"nanyumbu_maratani_maratani","nanyumbu_maratani",68,2015,4,15
"nanyumbu_maratani_mchangani","nanyumbu_maratani",68,2015,4,5
"nanyumbu_masuguru_lukula","nanyumbu_masuguru",68,2015,4,33
"nanyumbu_masuguru_lukwika","nanyumbu_masuguru",68,2015,4,9
"nanyumbu_masuguru_masuguru","nanyumbu_masuguru",68,2015,4,9
"nanyumbu_mikangaula_kamundi","nanyumbu_mikangaula",68,2015,4,38
"nanyumbu_mikangaula_kilosa","nanyumbu_mikangaula",68,2015,4,2
"nanyumbu_mikangaula_lowasa","nanyumbu_mikangaula",68,2015,4,8
"nanyumbu_mikangaula_mikangaula","nanyumbu_mikangaula",68,2015,4,14
"nanyumbu_mikangaula_mkwajuni","nanyumbu_mikangaula",68,2015,4,2
"nanyumbu_mikangaula_nahimba","nanyumbu_mikangaula",68,2015,4,7
"nanyumbu_mikangaula_namatumbusi","nanyumbu_mikangaula",68,2015,4,8
"nanyumbu_mikangaula_nangaramo","nanyumbu_mikangaula",68,2015,4,7
"nanyumbu_mikangaula_nawaje","nanyumbu_mikangaula",68,2015,4,12
"nanyumbu_mkonona_chilunda","nanyumbu_mkonona",68,2015,4,18
"nanyumbu_mkonona_marumba","nanyumbu_mkonona",68,2015,4,22
"nanyumbu_mkonona_mitumbati","nanyumbu_mkonona",68,2015,4,10
"nanyumbu_mkonona_namijati","nanyumbu_mkonona",68,2015,4,8
"nanyumbu_mnanje_chikunjaii","nanyumbu_mnanje",68,2015,4,7
"nanyumbu_mnanje_mikuva","nanyumbu_mnanje",68,2015,4,7
"nanyumbu_mnanje_mnanjea","nanyumbu_mnanje",68,2015,4,12
"nanyumbu_mnanje_mnanjeb","nanyumbu_mnanje",68,2015,4,11
"nanyumbu_mnanje_ngupe","nanyumbu_mnanje",68,2015,4,6
"nanyumbu_nandete_chivirikiti","nanyumbu_nandete",68,2015,4,15
"nanyumbu_nandete_mtalikachau","nanyumbu_nandete",68,2015,4,16
"nanyumbu_nandete_nakole","nanyumbu_nandete",68,2015,4,1
"nanyumbu_nandete_nandete","nanyumbu_nandete",68,2015,4,36
"nanyumbu_nandete_ulanga","nanyumbu_nandete",68,2015,4,7
"nanyumbu_nangomba_chihuve","nanyumbu_nangomba",68,2015,4,12
"nanyumbu_nangomba_maswela","nanyumbu_nangomba",68,2015,4,7
"nanyumbu_nangomba_mjimwema","nanyumbu_nangomba",68,2015,4,37
"nanyumbu_nangomba_mnemeke","nanyumbu_nangomba",68,2015,4,10
"nanyumbu_nangomba_nangomba","nanyumbu_nangomba",68,2015,4,29
"nanyumbu_nanyumbu_chitawatawa","nanyumbu_nanyumbu",68,2015,4,20
"nanyumbu_nanyumbu_chitowe","nanyumbu_nanyumbu",68,2015,4,5
"nanyumbu_nanyumbu_chungu","nanyumbu_nanyumbu",68,2015,4,5
"nanyumbu_nanyumbu_makanya","nanyumbu_nanyumbu",68,2015,4,14
"nanyumbu_nanyumbu_maneme","nanyumbu_nanyumbu",68,2015,4,2
"nanyumbu_nanyumbu_mkuula","nanyumbu_nanyumbu",68,2015,4,23
"nanyumbu_nanyumbu_nanderu","nanyumbu_nanyumbu",68,2015,4,10
"nanyumbu_nanyumbu_nanyumbu","nanyumbu_nanyumbu",68,2015,4,13
"nanyumbu_napacho_chimika","nanyumbu_napacho",68,2015,4,6
"nanyumbu_napacho_mburusa","nanyumbu_napacho",68,2015,4,36
"nanyumbu_napacho_nakopi","nanyumbu_napacho",68,2015,4,31
"nanyumbu_napacho_ndechela","nanyumbu_napacho",68,2015,4,46
"nanyumbu_sengenya_amani","nanyumbu_sengenya",68,2015,4,1
"nanyumbu_sengenya_chinyanyira","nanyumbu_sengenya",68,2015,4,8
"nanyumbu_sengenya_mara","nanyumbu_sengenya",68,2015,4,11
"nanyumbu_sengenya_masyalele","nanyumbu_sengenya",68,2015,4,19
"nanyumbu_sengenya_mkumbaru","nanyumbu_sengenya",68,2015,4,33
"nanyumbu_sengenya_nachura","nanyumbu_sengenya",68,2015,4,17
"nanyumbu_sengenya_namarupi","nanyumbu_sengenya",68,2015,4,16
"nanyumbu_sengenya_rukumbi","nanyumbu_sengenya",68,2015,4,14
"nanyumbu_sengenya_sengenya","nanyumbu_sengenya",68,2015,4,44
"newala_chihangu_chihangua","newala_chihangu",68,2015,4,29
"newala_chihangu_idamnole","newala_chihangu",68,2015,4,10
