"DWV","DW","round","Dogs.with.collars","Dogs.without.collars","month_vax","year_vax","Dogs_vax"
"liwale_makata_mkundi","liwale_makata",4,0,0,69,2015,13
"liwale_makata_mkundi","liwale_makata",5,5,1,83,2016,7
"liwale_makata_mpengere","liwale_makata",3,1,7,55,2014,8
"liwale_makata_mpengere","liwale_makata",4,0,0,69,2015,4
"liwale_makata_mpengere","liwale_makata",5,4,0,83,2016,10
"liwale_mangirikiti_kimbemba","liwale_mangirikiti",3,1,0,NA,NA,NA
"liwale_mangirikiti_kimbemba","liwale_mangirikiti",4,0,0,69,2015,2
"liwale_mangirikiti_kimbemba","liwale_mangirikiti",5,0,2,83,2016,1
"liwale_mangirikiti_kipule","liwale_mangirikiti",3,0,2,55,2014,8
"liwale_mangirikiti_kipule","liwale_mangirikiti",4,3,2,69,2015,10
"liwale_mangirikiti_makinda","liwale_mangirikiti",3,0,3,55,2014,9
"liwale_mangirikiti_makinda","liwale_mangirikiti",4,7,2,69,2015,10
"liwale_mangirikiti_mangirikiti","liwale_mangirikiti",3,2,0,NA,NA,NA
"liwale_mangirikiti_mangirikiti","liwale_mangirikiti",4,3,0,NA,NA,NA
"liwale_mangirikiti_mangirikiti","liwale_mangirikiti",5,0,1,NA,NA,NA
"liwale_mangirikiti_mkonganage","liwale_mangirikiti",3,0,0,55,2014,17
"liwale_mangirikiti_mkonganage","liwale_mangirikiti",4,11,5,69,2015,21
"liwale_mangirikiti_ngorongopa","liwale_mangirikiti",3,1,4,55,2014,16
"liwale_mangirikiti_ngorongopa","liwale_mangirikiti",4,6,4,69,2015,10
"liwale_mbaya_mbaya","liwale_mbaya",3,4,5,55,2014,8
"liwale_mbaya_mbaya","liwale_mbaya",4,0,0,69,2015,1
"liwale_mbaya_mbaya","liwale_mbaya",5,4,1,83,2016,5
"liwale_mbaya_mtawango","liwale_mbaya",3,0,1,55,2014,1
"liwale_mbaya_mtawango","liwale_mbaya",4,0,0,NA,NA,NA
"liwale_mbaya_mtawango","liwale_mbaya",5,0,0,NA,NA,NA
"liwale_mbaya_namihu","liwale_mbaya",3,0,6,55,2014,11
"liwale_mbaya_namihu","liwale_mbaya",4,9,3,69,2015,13
"liwale_mbaya_namihu","liwale_mbaya",5,8,1,83,2016,19
"liwale_mbaya_namtumbwa","liwale_mbaya",3,0,1,55,2014,2
"liwale_mbaya_namtumbwa","liwale_mbaya",4,1,3,69,2015,2
"liwale_mbaya_namtumbwa","liwale_mbaya",5,0,5,NA,NA,NA
"liwale_mbaya_nduruka","liwale_mbaya",3,1,6,55,2014,12
"liwale_mbaya_nduruka","liwale_mbaya",4,3,6,69,2015,4
"liwale_mbaya_nduruka","liwale_mbaya",5,2,0,83,2016,10
"liwale_mihumo_darajani","liwale_mihumo",3,4,3,55,2014,3
"liwale_mihumo_darajani","liwale_mihumo",4,3,1,NA,NA,NA
"liwale_mihumo_darajani","liwale_mihumo",5,0,2,NA,NA,NA
"liwale_mihumo_likombora","liwale_mihumo",3,0,0,55,2014,13
"liwale_mihumo_likombora","liwale_mihumo",4,9,5,69,2015,8
"liwale_mihumo_mihumo","liwale_mihumo",3,3,6,55,2014,6
"liwale_mihumo_mihumo","liwale_mihumo",4,4,1,69,2015,2
"liwale_mihumo_mihumo","liwale_mihumo",5,0,0,83,2016,1
"liwale_mihumo_turuki","liwale_mihumo",3,0,0,55,2014,5
"liwale_mihumo_turuki","liwale_mihumo",4,10,4,69,2015,14
"liwale_mirui_kipelele","liwale_mirui",3,1,2,55,2014,3
"liwale_mirui_kipelele","liwale_mirui",4,2,3,69,2015,8
"liwale_mirui_linengene","liwale_mirui",3,2,3,55,2014,5
"liwale_mirui_linengene","liwale_mirui",4,0,2,NA,NA,NA
"liwale_mirui_mirui","liwale_mirui",3,3,4,55,2014,10
"liwale_mirui_mirui","liwale_mirui",4,3,5,NA,NA,NA
"liwale_mirui_mirui","liwale_mirui",5,4,1,83,2016,5
"liwale_mirui_naujombo","liwale_mirui",3,6,9,55,2014,10
"liwale_mirui_naujombo","liwale_mirui",4,5,2,69,2015,14
"liwale_mirui_naujombo","liwale_mirui",5,1,8,83,2016,2
"liwale_mkutano_kikulyungu","liwale_mkutano",3,0,0,NA,NA,NA
"liwale_mkutano_kikulyungu","liwale_mkutano",4,0,0,NA,NA,NA
"liwale_mkutano_kikulyungu","liwale_mkutano",5,9,12,83,2016,12
"liwale_mkutano_mkutano","liwale_mkutano",3,0,0,NA,NA,NA
"liwale_mkutano_mkutano","liwale_mkutano",4,0,0,NA,NA,NA
"liwale_mkutano_mkutano","liwale_mkutano",5,0,0,83,2016,2
"liwale_mlembwe_mlembwe","liwale_mlembwe",3,4,3,55,2014,4
"liwale_mlembwe_mlembwe","liwale_mlembwe",4,0,1,69,2015,1
"liwale_mlembwe_mlembwe","liwale_mlembwe",5,0,0,NA,NA,NA
"liwale_mlembwe_ndambinda","liwale_mlembwe",4,3,1,69,2015,6
"liwale_mlembwe_ndambinda","liwale_mlembwe",5,0,0,NA,NA,NA
"liwale_mlembwe_ndapata","liwale_mlembwe",3,0,1,55,2014,4
"liwale_mlembwe_ndapata","liwale_mlembwe",4,7,2,69,2015,11
"liwale_mlembwe_ndapata","liwale_mlembwe",5,2,0,83,2016,4
"liwale_mpigamiti_mitawa","liwale_mpigamiti",3,0,10,55,2014,20
"liwale_mpigamiti_mpigamiti","liwale_mpigamiti",3,1,2,55,2014,2
"liwale_mpigamiti_mpigamiti","liwale_mpigamiti",4,2,2,69,2015,4
"liwale_mpigamiti_mpigamiti","liwale_mpigamiti",5,2,0,83,2016,7
"liwale_mpigamiti_namakololo","liwale_mpigamiti",3,2,24,55,2014,24
"liwale_mpigamiti_namakololo","liwale_mpigamiti",4,3,2,69,2015,5
"liwale_mpigamiti_namakololo","liwale_mpigamiti",5,3,0,83,2016,6
"liwale_nangando_kinguluwila","liwale_nangando",3,5,0,55,2014,9
"liwale_nangando_kinguluwila","liwale_nangando",4,3,0,69,2015,12
"liwale_nangando_kinguluwila","liwale_nangando",5,1,2,83,2016,2
"liwale_nangando_kitamamuhi","liwale_nangando",3,0,2,55,2014,8
"liwale_nangando_kitamamuhi","liwale_nangando",4,7,0,69,2015,13
"liwale_nangando_lindota","liwale_nangando",3,7,3,55,2014,17
"liwale_nangando_lindota","liwale_nangando",4,3,1,69,2015,23
"liwale_nangando_lindota","liwale_nangando",5,7,3,83,2016,8
"liwale_nangando_mbonde","liwale_nangando",3,1,0,55,2014,13
"liwale_nangando_mbonde","liwale_nangando",4,4,3,69,2015,14
"liwale_nangando_mbonde","liwale_nangando",5,2,3,83,2016,4
"liwale_nangando_nangando","liwale_nangando",3,6,8,55,2014,15
"liwale_nangando_nangando","liwale_nangando",4,1,4,69,2015,19
"liwale_nangando_nangando","liwale_nangando",5,3,5,83,2016,16
"liwale_nangano_mitungunyu","liwale_nangano",4,0,1,69,2015,18
"liwale_nangano_nahoro","liwale_nangano",3,5,4,55,2014,4
"liwale_nangano_nahoro","liwale_nangano",4,2,2,NA,NA,NA
"liwale_nangano_nahoro","liwale_nangano",5,0,8,NA,NA,NA
"liwale_nangano_nangano","liwale_nangano",3,7,7,55,2014,8
"liwale_nangano_nangano","liwale_nangano",4,6,5,69,2015,4
"liwale_nangano_nangano","liwale_nangano",5,7,3,83,2016,23
"liwale_ngongowele_mikuyu","liwale_ngongowele",3,5,6,55,2014,6
"liwale_ngongowele_mikuyu","liwale_ngongowele",4,5,4,69,2015,10
"liwale_ngongowele_mikuyu","liwale_ngongowele",5,0,0,NA,NA,NA
"liwale_ngongowele_ngongowele","liwale_ngongowele",3,5,7,55,2014,7
"liwale_ngongowele_ngongowele","liwale_ngongowele",4,6,2,69,2015,4
"liwale_ngongowele_ngongowele","liwale_ngongowele",5,0,2,83,2016,5
"liwale_ngongowele_ngunja","liwale_ngongowele",3,3,3,55,2014,3
"liwale_ngongowele_ngunja","liwale_ngongowele",4,5,2,69,2015,7
"masasi_chigugu_chikukwe","masasi_chigugu",5,1,7,83,2016,34
"masasi_chigugu_liloya","masasi_chigugu",5,5,0,83,2016,22
"masasi_chigugu_mandiwa","masasi_chigugu",3,4,3,54,2014,13
"masasi_chigugu_mbaju","masasi_chigugu",3,3,4,54,2014,10
"masasi_chigugu_mbemba","masasi_chigugu",3,6,3,54,2014,10
"masasi_chigugu_mbemba","masasi_chigugu",5,4,0,83,2016,14
"masasi_chigugu_mwambao","masasi_chigugu",5,1,0,NA,NA,NA
"masasi_chikolopola_chikolopola","masasi_chikolopola",3,5,2,54,2014,12
"masasi_chikolopola_chikolopola","masasi_chikolopola",4,1,3,69,2015,5
"masasi_chikolopola_namyomyo","masasi_chikolopola",3,4,2,54,2014,17
"masasi_chiungutwa_chilimba","masasi_chiungutwa",3,5,4,54,2014,32
"masasi_chiungutwa_chilimba","masasi_chiungutwa",4,1,1,69,2015,23
"masasi_chiungutwa_chiungutwa","masasi_chiungutwa",4,1,1,69,2015,8
"masasi_chiungutwa_huwe","masasi_chiungutwa",4,0,4,69,2015,10
"masasi_chiungutwa_kalangwale","masasi_chiungutwa",4,1,4,69,2015,8
"masasi_chiungutwa_kalipinde","masasi_chiungutwa",3,0,0,NA,NA,NA
"masasi_chiungutwa_kalipinde","masasi_chiungutwa",4,2,2,69,2015,2
"masasi_chiungutwa_makanyama","masasi_chiungutwa",3,3,4,54,2014,28
"masasi_chiungutwa_makanyama","masasi_chiungutwa",4,9,13,69,2015,20
"masasi_chiungutwa_maugura","masasi_chiungutwa",3,0,2,54,2014,11
"masasi_chiungutwa_mipande","masasi_chiungutwa",4,1,2,69,2015,3
"masasi_chiungutwa_mpeta","masasi_chiungutwa",4,10,5,69,2015,4
"masasi_chiwale_kivukoni","masasi_chiwale",3,3,2,54,2014,9
"masasi_chiwale_lilala","masasi_chiwale",5,2,6,83,2016,10
"masasi_chiwale_nanyindwa","masasi_chiwale",3,0,0,NA,NA,NA
"masasi_chiwale_nanyindwa","masasi_chiwale",5,3,7,83,2016,11
"masasi_chiwata_chidya","masasi_chiwata",4,10,6,69,2015,22
"masasi_chiwata_chidya","masasi_chiwata",5,0,0,83,2016,21
"masasi_chiwata_chiwata","masasi_chiwata",3,2,2,54,2014,42
"masasi_chiwata_chiwata","masasi_chiwata",4,12,7,69,2015,32
"masasi_chiwata_chiwata","masasi_chiwata",5,5,5,83,2016,24
"masasi_lipumburu_lipumburu","masasi_lipumburu",4,10,6,69,2015,5
"masasi_lipumburu_mbangala","masasi_lipumburu",3,2,3,54,2014,11
"masasi_lipumburu_mchoti","masasi_lipumburu",4,12,10,69,2015,8
"masasi_lipumburu_mtojolupaso","masasi_lipumburu",3,4,2,54,2014,28
"masasi_lipumburu_nantona","masasi_lipumburu",3,0,0,54,2014,10
"masasi_lipumburu_nantona","masasi_lipumburu",4,8,6,69,2015,8
"masasi_lukuledi_chikunja","masasi_lukuledi",5,0,0,83,2016,18
"masasi_lukuledi_lukuledia","masasi_lukuledi",4,14,9,69,2015,25
"masasi_lukuledi_lukuledia","masasi_lukuledi",5,11,8,83,2016,98
"masasi_lukuledi_lukuledib","masasi_lukuledi",5,0,2,NA,NA,NA
"masasi_lukuledi_mraushi","masasi_lukuledi",4,0,0,69,2015,11
"masasi_lukuledi_mraushi","masasi_lukuledi",5,10,1,83,2016,10
"masasi_lukuledi_nanditi","masasi_lukuledi",5,4,0,83,2016,26
"masasi_lukuledi_napata","masasi_lukuledi",4,8,6,69,2015,15
"masasi_lukuledi_napata","masasi_lukuledi",5,9,0,83,2016,26
"masasi_lukuledi_nasindi","masasi_lukuledi",4,0,0,69,2015,15
"masasi_lulindi_chiwambo","masasi_lulindi",3,4,3,54,2014,7
"masasi_lulindi_mropwe","masasi_lulindi",3,6,4,54,2014,13
"masasi_lulindi_ndwikachini","masasi_lulindi",3,11,1,54,2014,17
"masasi_lulindi_ndwikachini","masasi_lulindi",4,15,11,69,2015,14
"masasi_lulindi_ndwikachini","masasi_lulindi",5,5,1,83,2016,32
"masasi_mbuyuni_majembendago","masasi_mbuyuni",3,0,4,54,2014,13
"masasi_mbuyuni_matogoro","masasi_mbuyuni",3,9,0,54,2014,16
"masasi_mbuyuni_miungo","masasi_mbuyuni",4,0,0,69,2015,16
"masasi_mchauru_maparawe","masasi_mchauru",3,0,0,54,2014,1
"masasi_mchauru_mchauru","masasi_mchauru",3,3,0,54,2014,23
"masasi_mchauru_mchauru","masasi_mchauru",4,5,4,69,2015,29
"masasi_mchauru_mchauru","masasi_mchauru",5,6,3,83,2016,6
"masasi_mchauru_mhata","masasi_mchauru",4,3,2,69,2015,29
"masasi_mchauru_mirewe","masasi_mchauru",3,6,3,54,2014,25
"masasi_mchauru_mirewe","masasi_mchauru",4,0,2,69,2015,35
"masasi_mchauru_mkowo","masasi_mchauru",4,7,5,69,2015,6
"masasi_mchauru_mwitika","masasi_mchauru",3,13,2,54,2014,43
"masasi_mchauru_mwitika","masasi_mchauru",4,1,1,69,2015,31
"masasi_mchauru_namombwe","masasi_mchauru",4,13,14,69,2015,24
"masasi_mchauru_rivango","masasi_mchauru",4,5,4,69,2015,5
"masasi_mkululu_chingolopi","masasi_mkululu",5,4,1,83,2016,10
"masasi_mkululu_chipunda","masasi_mkululu",3,3,2,54,2014,11
"masasi_mkululu_mfuto","masasi_mkululu",3,6,1,54,2014,13
"masasi_mkululu_mfuto","masasi_mkululu",4,4,4,69,2015,9
"masasi_mkululu_mfuto","masasi_mkululu",5,1,0,83,2016,2
"masasi_mkululu_mkululu","masasi_mkululu",3,2,7,54,2014,12
"masasi_mkululu_mkululu","masasi_mkululu",4,7,6,69,2015,9
"masasi_mkululu_mkundi","masasi_mkululu",3,2,3,54,2014,32
"masasi_mkululu_mnolela","masasi_mkululu",3,1,1,54,2014,14
"masasi_mkundi_majembechini","masasi_mkundi",3,5,1,54,2014,33
"masasi_mkundi_mkolopola","masasi_mkundi",4,4,0,69,2015,18
"masasi_mkundi_mkolopola","masasi_mkundi",5,3,1,83,2016,25
"masasi_mkundi_nakachindu","masasi_mkundi",4,2,2,69,2015,28
"masasi_mkundi_nakachindu","masasi_mkundi",5,1,1,NA,NA,NA
"masasi_mkundi_nakalola","masasi_mkundi",3,2,7,54,2014,45
"masasi_mkundi_nakalola","masasi_mkundi",4,6,0,69,2015,35
"masasi_mkundi_nakalola","masasi_mkundi",5,0,0,83,2016,14
"masasi_mlingula_masiku","masasi_mlingula",3,5,3,54,2014,11
"masasi_mlingula_mlingula","masasi_mlingula",3,5,3,54,2014,28
"masasi_mlingula_nambaya","masasi_mlingula",3,1,1,54,2014,12
"masasi_mnavira_geuza","masasi_mnavira",4,2,3,69,2015,11
"masasi_mnavira_makongonda","masasi_mnavira",3,1,2,54,2014,21
"masasi_mnavira_mkwaya","masasi_mnavira",3,2,1,54,2014,32
"masasi_mnavira_mnavira","masasi_mnavira",3,1,2,54,2014,13
"masasi_mnavira_mnavira","masasi_mnavira",4,0,0,69,2015,8
"masasi_mnavira_nakarara","masasi_mnavira",4,3,4,69,2015,10
"masasi_mpanyani_mihima","masasi_mpanyani",5,1,3,83,2016,4
"masasi_mpanyani_muungano","masasi_mpanyani",3,2,0,54,2014,4
"masasi_mpanyani_nambawala","masasi_mpanyani",3,1,2,54,2014,6
"masasi_mwena_chikundi","masasi_mwena",4,7,9,69,2015,54
"masasi_mwena_chikundi","masasi_mwena",5,8,0,83,2016,87
"masasi_mwena_liputu","masasi_mwena",3,3,2,54,2014,31
"masasi_mwena_liputu","masasi_mwena",4,11,9,69,2015,35
"masasi_mwena_liputu","masasi_mwena",5,6,4,83,2016,54
"masasi_mwena_mkalapa","masasi_mwena",3,14,6,54,2014,48
"masasi_mwena_mkalapa","masasi_mwena",5,7,3,83,2016,80
"masasi_mwena_mpowora","masasi_mwena",4,12,7,69,2015,47
"masasi_mwena_mpowora","masasi_mwena",5,7,2,83,2016,36
"masasi_mwena_mtunungu","masasi_mwena",5,0,0,NA,NA,NA
"masasi_mwena_mwena","masasi_mwena",3,4,5,54,2014,36
"masasi_mwena_mwena","masasi_mwena",4,5,2,69,2015,54
"masasi_mwena_mwena","masasi_mwena",5,9,3,83,2016,177
"masasi_mwena_ndunda","masasi_mwena",5,0,0,NA,NA,NA
"masasi_mwena_njenga","masasi_mwena",4,8,9,69,2015,36
"masasi_mwena_njenga","masasi_mwena",5,7,13,83,2016,19
"masasi_mwena_tuungane","masasi_mwena",5,0,1,NA,NA,NA
"masasi_namajani_amanichiroro","masasi_namajani",4,9,3,69,2015,9
"masasi_namajani_amanichiroro","masasi_namajani",5,5,0,83,2016,56
"masasi_namajani_mamahinga","masasi_namajani",5,0,0,83,2016,2
"masasi_namajani_migombani","masasi_namajani",5,8,0,NA,NA,NA
"masasi_namajani_namajani","masasi_namajani",4,8,8,69,2015,14
"masasi_namajani_namajani","masasi_namajani",5,1,0,83,2016,41
"masasi_namajani_ngalole","masasi_namajani",3,2,1,54,2014,4
"masasi_namajani_ngalole","masasi_namajani",4,4,4,69,2015,10
"masasi_namajani_ngalole","masasi_namajani",5,9,3,83,2016,20
"masasi_namalenga_chigawe","masasi_namalenga",3,1,0,54,2014,10
"masasi_namalenga_mitesa","masasi_namalenga",3,6,1,54,2014,9
"masasi_namalenga_mitesa","masasi_namalenga",4,9,10,69,2015,11
"masasi_namalenga_mitesa","masasi_namalenga",5,6,1,83,2016,9
"masasi_namalenga_mkangaula","masasi_namalenga",5,2,1,83,2016,4
"masasi_namalenga_msanga","masasi_namalenga",3,2,1,54,2014,7
"masasi_namalenga_msanga","masasi_namalenga",4,4,0,69,2015,8
"masasi_namalenga_msanga","masasi_namalenga",5,4,2,83,2016,15
"masasi_namalenga_msokosela","masasi_namalenga",5,0,0,NA,NA,NA
"masasi_namalenga_mvita","masasi_namalenga",5,6,0,83,2016,13
"masasi_namalenga_nagaga","masasi_namalenga",3,6,4,54,2014,19
"masasi_namalenga_nagaga","masasi_namalenga",4,5,4,69,2015,15
"masasi_namalenga_nagaga","masasi_namalenga",5,9,0,83,2016,14
"masasi_namalenga_namalenga","masasi_namalenga",3,5,3,54,2014,16
"masasi_namalenga_namalenga","masasi_namalenga",4,9,11,69,2015,31
"masasi_namalenga_namalenga","masasi_namalenga",5,9,10,83,2016,19
"masasi_namatutwe_chingulungulu","masasi_namatutwe",3,5,3,54,2014,28
"masasi_namatutwe_chingulungulu","masasi_namatutwe",5,12,4,83,2016,20
"masasi_namatutwe_mkwapa","masasi_namatutwe",3,1,2,54,2014,16
"masasi_namatutwe_msikisi","masasi_namatutwe",4,10,4,69,2015,10
"masasi_namatutwe_msikisi","masasi_namatutwe",5,7,1,83,2016,13
"masasi_namatutwe_namalembo","masasi_namatutwe",5,5,3,83,2016,12
"masasi_namatutwe_namatutwe","masasi_namatutwe",5,8,1,83,2016,35
"masasi_nanganga_chipite","masasi_nanganga",3,1,0,54,2014,9
"masasi_nanganga_chipite","masasi_nanganga",5,2,0,83,2016,4
"masasi_nanganga_mdenga","masasi_nanganga",5,2,3,83,2016,12
"masasi_nanganga_mkungu","masasi_nanganga",3,3,4,54,2014,12
"masasi_nanganga_mkungu","masasi_nanganga",4,5,4,69,2015,11
"masasi_nanganga_mkungu","masasi_nanganga",5,2,3,83,2016,6
"masasi_nanganga_mumburu","masasi_nanganga",3,2,2,54,2014,13
"masasi_nanganga_mumburu","masasi_nanganga",5,7,3,83,2016,26
"masasi_nanganga_mwongozo","masasi_nanganga",5,3,6,83,2016,8
"masasi_nanganga_namihungo","masasi_nanganga",4,8,5,69,2015,16
"masasi_nanganga_namihungo","masasi_nanganga",5,7,3,83,2016,19
"masasi_nanganga_nanganga","masasi_nanganga",4,7,5,69,2015,9
"masasi_nanganga_nangoo","masasi_nanganga",5,5,3,83,2016,16
"masasi_nanjota_mtengula","masasi_nanjota",3,9,4,54,2014,23
"masasi_nanjota_mtengula","masasi_nanjota",4,2,4,69,2015,26
"masasi_nanjota_nairombo","masasi_nanjota",5,1,1,83,2016,1
"masasi_nanjota_nambunda","masasi_nanjota",3,9,7,54,2014,26
"masasi_nanjota_nambunda","masasi_nanjota",4,4,5,69,2015,22
"masasi_nanjota_nanjota","masasi_nanjota",4,7,9,69,2015,17
"masasi_nanjota_nanjota","masasi_nanjota",5,0,6,83,2016,17
"masasi_sindano_luatala","masasi_sindano",3,7,6,54,2014,19
"masasi_sindano_sindano","masasi_sindano",4,9,6,69,2015,27
"masasi_sindano_ulungu","masasi_sindano",4,8,3,69,2015,32
"masasitownshipauthority_jida_madaraka","masasitownshipauthority_jida",3,3,1,NA,NA,NA
"masasitownshipauthority_jida_mtaawajamhuri","masasitownshipauthority_jida",5,0,5,NA,NA,NA
"masasitownshipauthority_jida_mtaawajida","masasitownshipauthority_jida",4,13,17,69,2015,36
"masasitownshipauthority_jida_mtaawajida","masasitownshipauthority_jida",5,0,7,83,2016,16
"masasitownshipauthority_jida_mtaawazahanati","masasitownshipauthority_jida",5,0,4,NA,NA,NA
"masasitownshipauthority_marika_machombe","masasitownshipauthority_marika",3,6,5,NA,NA,NA
"masasitownshipauthority_marika_marika","masasitownshipauthority_marika",4,7,17,69,2015,145
"masasitownshipauthority_marika_mlundelunde","masasitownshipauthority_marika",3,1,2,NA,NA,NA
"masasitownshipauthority_marika_mumbaka","masasitownshipauthority_marika",3,3,6,NA,NA,NA
"masasitownshipauthority_marika_namatunu","masasitownshipauthority_marika",3,1,2,NA,NA,NA
"masasitownshipauthority_marika_namatunu","masasitownshipauthority_marika",5,12,7,83,2016,12
"masasitownshipauthority_marika_namikunda","masasitownshipauthority_marika",3,0,1,NA,NA,NA
"masasitownshipauthority_migongo_migongoa","masasitownshipauthority_migongo",4,4,14,69,2015,23
"masasitownshipauthority_migongo_migongoa","masasitownshipauthority_migongo",5,0,0,NA,NA,NA
"masasitownshipauthority_migongo_migongob","masasitownshipauthority_migongo",4,9,14,69,2015,31
"masasitownshipauthority_migongo_migongob","masasitownshipauthority_migongo",5,1,6,NA,NA,NA
"masasitownshipauthority_migongo_migongokati","masasitownshipauthority_migongo",3,18,6,NA,NA,NA
"masasitownshipauthority_migongo_migongokati","masasitownshipauthority_migongo",5,6,4,83,2016,41
"masasitownshipauthority_migongo_migongokilimani","masasitownshipauthority_migongo",5,0,4,NA,NA,NA
"masasitownshipauthority_migongo_mtaawamisufini","masasitownshipauthority_migongo",3,4,1,NA,NA,NA
"masasitownshipauthority_migongo_mtaawamisufini","masasitownshipauthority_migongo",5,5,4,NA,NA,NA
"masasitownshipauthority_migongo_mtaawamkunguni","masasitownshipauthority_migongo",3,2,4,NA,NA,NA
"masasitownshipauthority_mkomaindo_hospitali","masasitownshipauthority_mkomaindo",5,1,2,NA,NA,NA
"masasitownshipauthority_mkomaindo_misufini","masasitownshipauthority_mkomaindo",3,6,6,NA,NA,NA
"masasitownshipauthority_mkomaindo_mkadaendaa","masasitownshipauthority_mkomaindo",3,5,3,NA,NA,NA
"masasitownshipauthority_mkomaindo_mkadaendaa","masasitownshipauthority_mkomaindo",5,2,4,NA,NA,NA
"masasitownshipauthority_mkomaindo_mkadaendab","masasitownshipauthority_mkomaindo",3,0,0,NA,NA,NA
"masasitownshipauthority_mkomaindo_mkadaendab","masasitownshipauthority_mkomaindo",4,9,20,NA,NA,NA
"masasitownshipauthority_mkomaindo_restcamp","masasitownshipauthority_mkomaindo",3,1,1,NA,NA,NA
"masasitownshipauthority_mkuti_mtaawakisiwani","masasitownshipauthority_mkuti",3,1,0,NA,NA,NA
"masasitownshipauthority_mkuti_mtaawakisiwani","masasitownshipauthority_mkuti",5,0,3,NA,NA,NA
"masasitownshipauthority_mkuti_mtaawamkutikati","masasitownshipauthority_mkuti",4,4,13,NA,NA,NA
"masasitownshipauthority_mkuti_mtaawamkutikati","masasitownshipauthority_mkuti",5,0,4,NA,NA,NA
"masasitownshipauthority_mkuti_mtaawasabasaba","masasitownshipauthority_mkuti",3,0,1,NA,NA,NA
"masasitownshipauthority_mkuti_mtaawasabasaba","masasitownshipauthority_mkuti",5,0,3,NA,NA,NA
"masasitownshipauthority_mpindimbi_chanikanguo","masasitownshipauthority_mpindimbi",5,7,3,83,2016,48
"masasitownshipauthority_mpindimbi_kachepa","masasitownshipauthority_mpindimbi",3,5,1,54,2014,11
"masasitownshipauthority_mpindimbi_kanyimbi","masasitownshipauthority_mpindimbi",3,3,4,54,2014,13
"masasitownshipauthority_mpindimbi_mapale","masasitownshipauthority_mpindimbi",3,4,2,54,2014,10
"masasitownshipauthority_mpindimbi_shaurimoyo","masasitownshipauthority_mpindimbi",3,4,4,54,2014,17
"masasitownshipauthority_mtandi_benako","masasitownshipauthority_mtandi",5,0,3,NA,NA,NA
"masasitownshipauthority_mtandi_magumuchila","masasitownshipauthority_mtandi",5,1,7,NA,NA,NA
"masasitownshipauthority_mtandi_malambojuu","masasitownshipauthority_mtandi",3,6,2,NA,NA,NA
"masasitownshipauthority_mtandi_malambojuu","masasitownshipauthority_mtandi",5,3,0,83,2016,4
"masasitownshipauthority_mtandi_michokonyo","masasitownshipauthority_mtandi",5,0,8,NA,NA,NA
"masasitownshipauthority_mtandi_minazini","masasitownshipauthority_mtandi",3,4,2,NA,NA,NA
"masasitownshipauthority_mtandi_mtandia","masasitownshipauthority_mtandi",4,42,51,69,2015,39
"masasitownshipauthority_mtandi_mtandia","masasitownshipauthority_mtandi",5,5,5,83,2016,70
"masasitownshipauthority_mtandi_mtandib","masasitownshipauthority_mtandi",3,2,0,NA,NA,NA
"masasitownshipauthority_mtandi_mtandib","masasitownshipauthority_mtandi",4,11,14,69,2015,31
"masasitownshipauthority_mtandi_pachani","masasitownshipauthority_mtandi",3,5,2,NA,NA,NA
"masasitownshipauthority_mwenge_matawale","masasitownshipauthority_mwenge",4,5,11,69,2015,1
"masasitownshipauthority_mwenge_mpekeso","masasitownshipauthority_mwenge",3,3,2,NA,NA,NA
"masasitownshipauthority_mwenge_mpekeso","masasitownshipauthority_mwenge",5,3,3,83,2016,16
"masasitownshipauthority_mwenge_tukaewote","masasitownshipauthority_mwenge",4,4,9,69,2015,32
"masasitownshipauthority_mwengemtapika_mbonde","masasitownshipauthority_mwengemtapika",5,4,16,83,2016,5
"masasitownshipauthority_mwengemtapika_mwengemtapika","masasitownshipauthority_mwengemtapika",3,9,1,NA,NA,NA
"masasitownshipauthority_mwengemtapika_mwengemtapika","masasitownshipauthority_mwengemtapika",4,8,22,69,2015,124
"masasitownshipauthority_mwengemtapika_namkungwi","masasitownshipauthority_mwengemtapika",3,2,1,NA,NA,NA
"masasitownshipauthority_nyasa_matankini","masasitownshipauthority_nyasa",3,6,5,NA,NA,NA
"masasitownshipauthority_nyasa_mtaawakagera","masasitownshipauthority_nyasa",3,5,4,NA,NA,NA
"masasitownshipauthority_nyasa_mtaawanyasaa","masasitownshipauthority_nyasa",4,9,22,69,2015,19
"masasitownshipauthority_nyasa_mtaawanyasab","masasitownshipauthority_nyasa",3,3,1,NA,NA,NA
"masasitownshipauthority_nyasa_mtaawanyasab","masasitownshipauthority_nyasa",4,2,3,69,2015,15
"masasitownshipauthority_nyasa_mtaawaofisini","masasitownshipauthority_nyasa",3,4,7,NA,NA,NA
"masasitownshipauthority_nyasa_mtaawasilabu","masasitownshipauthority_nyasa",3,2,1,NA,NA,NA
"masasitownshipauthority_nyasa_mtaawasilabu","masasitownshipauthority_nyasa",5,1,3,83,2016,23
"masasitownshipauthority_nyasa_mtaawawapiwapia","masasitownshipauthority_nyasa",5,0,1,NA,NA,NA
"masasitownshipauthority_nyasa_stendiyanewala","masasitownshipauthority_nyasa",5,0,5,NA,NA,NA
"masasitownshipauthority_sululu_makulani","masasitownshipauthority_sululu",5,3,7,83,2016,34
"masasitownshipauthority_sululu_mkarakate","masasitownshipauthority_sululu",3,3,2,NA,NA,NA
