"Correct_Village","Correct_Ward","Correct_District","Correct_Region","dateVaccination","Dogs"
"mtwararural_tangazo_mayaya","Tangazo","Mtwara Rural","Mtwara",2015-08-25,9
"nanyumbu_chipuputa_chipuputa","Chipuputa","Nanyumbu","Mtwara",2015-08-25,6
"nanyumbu_chipuputa_mkohola","Chipuputa","Nanyumbu","Mtwara",2015-08-25,1
"nanyumbu_chipuputa_namasogo","Chipuputa","Nanyumbu","Mtwara",2015-08-25,3
"nanyumbu_lumesule_changwale","Lumesule","Nanyumbu","Mtwara",2015-08-25,32
"nanyumbu_lumesule_chigweje","Lumesule","Nanyumbu","Mtwara",2015-08-25,5
"nanyumbu_mkonona_marumba","Mkonona","Nanyumbu","Mtwara",2015-08-25,22
"nanyumbu_mnanje_mikuva","Mnanje","Nanyumbu","Mtwara",2015-08-25,7
"nanyumbu_mnanje_ngupe","Mnanje","Nanyumbu","Mtwara",2015-08-25,6
"newala_malatu_mnolela","Malatu","Newala","Mtwara",2015-08-25,15
"newala_mcholiii_lidumbeshule","Mcholi II","Newala","Mtwara",2015-08-25,2
"newala_mdimbampelempele_chitenda","Mdimbampelempele","Newala","Mtwara",2015-08-25,2
"newala_mkunya_mkunya","Mkunya","Newala","Mtwara",2015-08-25,5
"newala_mkunya_rahaleo","Mkunya","Newala","Mtwara",2015-08-25,2
"newala_mkwedu_mnyambachi","Mkwedu","Newala","Mtwara",2015-08-25,1
"newala_mtonya_julia","Mtonya","Newala","Mtwara",2015-08-25,6
"newala_namiyonga_londo","Namiyonga","Newala","Mtwara",2015-08-25,1
"newala_namiyonga_nakachela","Namiyonga","Newala","Mtwara",2015-08-25,2
"newala_namiyonga_namiyonga","Namiyonga","Newala","Mtwara",2015-08-25,13
"tandahimba_chingungwe_chikunda","Chingungwe","Tandahimba","Mtwara",2015-08-25,32
"tandahimba_chingungwe_mtenda","Chingungwe","Tandahimba","Mtwara",2015-08-25,3
"tandahimba_chingungwe_salama","Chingungwe","Tandahimba","Mtwara",2015-08-25,4
"tandahimba_kitama_kitamamjini","Kitama","Tandahimba","Mtwara",2015-08-25,3
"tandahimba_kitama_mitondia","Kitama","Tandahimba","Mtwara",2015-08-25,12
"tandahimba_kitama_mitondib","Kitama","Tandahimba","Mtwara",2015-08-25,30
"tandahimba_kitama_mwengeb","Kitama","Tandahimba","Mtwara",2015-08-25,13
"tandahimba_lyenje_mahona","Lyenje","Tandahimba","Mtwara",2015-08-25,3
"tandahimba_lyenje_mwembemmoja","Lyenje","Tandahimba","Mtwara",2015-08-25,24
"tandahimba_lyenje_umoja","Lyenje","Tandahimba","Mtwara",2015-08-25,1
"tandahimba_miuta_miuta","Miuta","Tandahimba","Mtwara",2015-08-25,4
"tandahimba_miuta_namedi","Miuta","Tandahimba","Mtwara",2015-08-25,4
"tandahimba_miuta_ngongolo","Miuta","Tandahimba","Mtwara",2015-08-25,15
"tandahimba_mkonjowano_chimbuko","Mkonjowano","Tandahimba","Mtwara",2015-08-25,1
"tandahimba_mkonjowano_mkula","Mkonjowano","Tandahimba","Mtwara",2015-08-25,13
"tandahimba_mkonjowano_ulodaleo","Mkonjowano","Tandahimba","Mtwara",2015-08-25,22
"tandahimba_naputa_namdwani","Naputa","Tandahimba","Mtwara",2015-08-25,2
"tandahimba_tandahimba_madaba","Tandahimba","Tandahimba","Mtwara",2015-08-25,12
"tandahimba_tandahimba_malopokelo","Tandahimba","Tandahimba","Mtwara",2015-08-25,1
"tandahimba_tandahimba_mbalala","Tandahimba","Tandahimba","Mtwara",2015-08-25,3
"tandahimba_tandahimba_tandahimba","Tandahimba","Tandahimba","Mtwara",2015-08-25,10
"mtwararural_dihimba_namanjele","Dihimba","Mtwara Rural","Mtwara",2015-08-26,2
"mtwararural_kitere_chekeleni","Kitere","Mtwara Rural","Mtwara",2015-08-26,2
"mtwararural_madimba_madimba","Madimba","Mtwara Rural","Mtwara",2015-08-26,22
"mtwararural_madimba_mtandi","Madimba","Mtwara Rural","Mtwara",2015-08-26,1
"mtwararural_mahurunga_kihimika","Mahurunga","Mtwara Rural","Mtwara",2015-08-26,1
"mtwararural_mbawala_mbawala","Mbawala","Mtwara Rural","Mtwara",2015-08-26,6
"mtwararural_milangominne_mnyawibarabarani","Milango Minne","Mtwara Rural","Mtwara",2015-08-26,5
"mtwararural_mnima_mtama","Mnima","Mtwara Rural","Mtwara",2015-08-26,4
"mtwararural_msangamkuu_mnete","Msanga Mkuu","Mtwara Rural","Mtwara",2015-08-26,2
"mtwararural_muungano_mkwajunichini","Muungano","Mtwara Rural","Mtwara",2015-08-26,1
"mtwararural_nanguruwe_nanguruwe","Nanguruwe","Mtwara Rural","Mtwara",2015-08-26,15
"mtwararural_naumbu_namgogoli","Naumbu","Mtwara Rural","Mtwara",2015-08-26,12
"mtwararural_nitekela_miule","Nitekela","Mtwara Rural","Mtwara",2015-08-26,5
"mtwararural_ziwani_moma","Ziwani","Mtwara Rural","Mtwara",2015-08-26,7
"nanyumbu_chipuputa_mpwahia","Chipuputa","Nanyumbu","Mtwara",2015-08-26,20
"nanyumbu_lumesule_lumesule","Lumesule","Nanyumbu","Mtwara",2015-08-26,7
"nanyumbu_maratani_lipupu","Maratani","Nanyumbu","Mtwara",2015-08-26,18
"nanyumbu_maratani_malema","Maratani","Nanyumbu","Mtwara",2015-08-26,36
"nanyumbu_maratani_maratani","Maratani","Nanyumbu","Mtwara",2015-08-26,15
"newala_mcholii_chiunjira","Mcholi I","Newala","Mtwara",2015-08-26,9
"newala_mcholii_mcholigodauni","Mcholi I","Newala","Mtwara",2015-08-26,3
"newala_mcholii_pachoto","Mcholi I","Newala","Mtwara",2015-08-26,1
"newala_mnyambe_hengapano","Mnyambe","Newala","Mtwara",2015-08-26,16
"mtwararural_chawi_ngonja","Chawi","Mtwara Rural","Mtwara",2015-08-27,11
"mtwararural_dihimba_njumbuli","Dihimba","Mtwara Rural","Mtwara",2015-08-27,16
"mtwararural_kitaya_kilombachini","Kitaya","Mtwara Rural","Mtwara",2015-08-27,2
"mtwararural_kiyanga_mkahara","Kiyanga","Mtwara Rural","Mtwara",2015-08-27,1
"mtwararural_madimba_mitambo","Madimba","Mtwara Rural","Mtwara",2015-08-27,4
"mtwararural_mahurunga_kitunguli","Mahurunga","Mtwara Rural","Mtwara",2015-08-27,4
"mtwararural_mayanga_nanyati","Mayanga","Mtwara Rural","Mtwara",2015-08-27,2
"mtwararural_milangominne_milangominne","Milango Minne","Mtwara Rural","Mtwara",2015-08-27,2
"mtwararural_mnima_mangopachanne","Mnima","Mtwara Rural","Mtwara",2015-08-27,1
"mtwararural_mnima_namahukula","Mnima","Mtwara Rural","Mtwara",2015-08-27,9
"mtwararural_muungano_lyowa","Muungano","Mtwara Rural","Mtwara",2015-08-27,5
"mtwararural_nanguruwe_nanguruwe","Nanguruwe","Mtwara Rural","Mtwara",2015-08-27,7
"mtwararural_ndumbwe_ndumbwe","Ndumbwe","Mtwara Rural","Mtwara",2015-08-27,15
"mtwararural_nitekela_kitamabondeni","Nitekela","Mtwara Rural","Mtwara",2015-08-27,1
"mtwararural_njengwa_hinju","Njengwa","Mtwara Rural","Mtwara",2015-08-27,6
"mtwararural_ziwani_moma","Ziwani","Mtwara Rural","Mtwara",2015-08-27,9
"nanyumbu_masuguru_lukula","Masuguru","Nanyumbu","Mtwara",2015-08-27,19
"nanyumbu_masuguru_lukwika","Masuguru","Nanyumbu","Mtwara",2015-08-27,9
"nanyumbu_masuguru_masuguru","Masuguru","Nanyumbu","Mtwara",2015-08-27,9
"nanyumbu_nandete_chivirikiti","Nandete","Nanyumbu","Mtwara",2015-08-27,15
"nanyumbu_nandete_nakole","Nandete","Nanyumbu","Mtwara",2015-08-27,1
"nanyumbu_napacho_mburusa","Napacho","Nanyumbu","Mtwara",2015-08-27,36
"nanyumbu_napacho_nakopi","Napacho","Nanyumbu","Mtwara",2015-08-27,31
"nanyumbu_sengenya_mara","Sengenya","Nanyumbu","Mtwara",2015-08-27,11
"nanyumbu_sengenya_masyalele","Sengenya","Nanyumbu","Mtwara",2015-08-27,19
"nanyumbu_sengenya_sengenya","Sengenya","Nanyumbu","Mtwara",2015-08-27,44
"mtwararural_kitaya_mayembejuu","Kitaya","Mtwara Rural","Mtwara",2015-08-28,10
"mtwararural_mahurunga_mahurunga","Mahurunga","Mtwara Rural","Mtwara",2015-08-28,11
"mtwararural_mayanga_msijute","Mayanga","Mtwara Rural","Mtwara",2015-08-28,22
"mtwararural_mnima_mangopachanne","Mnima","Mtwara Rural","Mtwara",2015-08-28,15
"mtwararural_mtiniko_malamba","Mtiniko","Mtwara Rural","Mtwara",2015-08-28,11
"mtwararural_njengwa_nangawanga","Njengwa","Mtwara Rural","Mtwara",2015-08-28,7
"mtwararural_ziwani_dingwida","Ziwani","Mtwara Rural","Mtwara",2015-08-28,7
"nanyumbu_nandete_nandete","Nandete","Nanyumbu","Mtwara",2015-08-28,36
"nanyumbu_napacho_chimika","Napacho","Nanyumbu","Mtwara",2015-08-28,6
"nanyumbu_sengenya_amani","Sengenya","Nanyumbu","Mtwara",2015-08-28,1
"newala_mtonya_mwanona","Mtonya","Newala","Mtwara",2015-08-28,3
"newala_mtopwa_chilondolo","Mtopwa","Newala","Mtwara",2015-08-28,1
"mtwararural_mahurunga_kivava","Mahurunga","Mtwara Rural","Mtwara",2015-08-29,6
"mtwararural_mayanga_hiyari","Mayanga","Mtwara Rural","Mtwara",2015-08-29,11
"mtwararural_njengwa_njengwa","Njengwa","Mtwara Rural","Mtwara",2015-08-29,3
"nanyumbu_masuguru_lukula","Masuguru","Nanyumbu","Mtwara",2015-08-29,14
"nanyumbu_nandete_mtalikachau","Nandete","Nanyumbu","Mtwara",2015-08-29,16
"nanyumbu_nandete_ulanga","Nandete","Nanyumbu","Mtwara",2015-08-29,7
"nanyumbu_napacho_ndechela","Napacho","Nanyumbu","Mtwara",2015-08-29,46
"nanyumbu_sengenya_chinyanyira","Sengenya","Nanyumbu","Mtwara",2015-08-29,8
"nanyumbu_sengenya_mkumbaru","Sengenya","Nanyumbu","Mtwara",2015-08-29,33
"nanyumbu_sengenya_rukumbi","Sengenya","Nanyumbu","Mtwara",2015-08-29,14
"mtwararural_kitaya_mchanje","Kitaya","Mtwara Rural","Mtwara",2015-08-30,5
"mtwararural_mahurunga_kilombero","Mahurunga","Mtwara Rural","Mtwara",2015-08-30,7
"mtwararural_mayanga_likonde","Mayanga","Mtwara Rural","Mtwara",2015-08-30,10
"mtwararural_mbawala_mailikumi","Mbawala","Mtwara Rural","Mtwara",2015-08-30,14
"mtwararural_mtiniko_tulia","Mtiniko","Mtwara Rural","Mtwara",2015-08-30,2
"mtwararural_njengwa_njengwa","Njengwa","Mtwara Rural","Mtwara",2015-08-30,1
"mtwararural_mbawala_mduwi","Mbawala","Mtwara Rural","Mtwara",2015-08-31,6
"nanyumbu_mangaka_mangaka","Mangaka","Nanyumbu","Mtwara",2015-08-31,36
"nanyumbu_nanyumbu_chungu","Nanyumbu","Nanyumbu","Mtwara",2015-08-31,5
"nanyumbu_nanyumbu_maneme","Nanyumbu","Nanyumbu","Mtwara",2015-08-31,2
"nanyumbu_nanyumbu_nanyumbu","Nanyumbu","Nanyumbu","Mtwara",2015-08-31,13
"kilwa_mandawa_mkondaji","Mandawa","Kilwa","Lindi",2015-09-01,2
"kilwa_nanjirinji_nanjia","Nanjirinji","Kilwa","Lindi",2015-09-01,8
"nachingwea_kilimanihewa_kilimanihewa","Kilimanihewa","Nachingwea","Lindi",2015-09-01,17
"nachingwea_kilimanihewa_mtepeche","Kilimanihewa","Nachingwea","Lindi",2015-09-01,14
"nachingwea_naipingo_mchangani","Naipingo","Nachingwea","Lindi",2015-09-01,36
"nachingwea_namatula_muungano","Namatula","Nachingwea","Lindi",2015-09-01,44
"nachingwea_namatula_namatula","Namatula","Nachingwea","Lindi",2015-09-01,34
"nachingwea_nambambo_ugawaji","Nambambo","Nachingwea","Lindi",2015-09-01,2
"nachingwea_nangowe_matankini","Nangowe","Nachingwea","Lindi",2015-09-01,48
"nachingwea_nangowe_maziwa","Nangowe","Nachingwea","Lindi",2015-09-01,10
"nachingwea_nangowe_mitumbati","Nangowe","Nachingwea","Lindi",2015-09-01,20
"nachingwea_nangowe_mwenge","Nangowe","Nachingwea","Lindi",2015-09-01,32
"nachingwea_nangowe_nangowe","Nangowe","Nachingwea","Lindi",2015-09-01,7
"nachingwea_stesheni_chemchem","Stesheni","Nachingwea","Lindi",2015-09-01,2
"nachingwea_stesheni_chiumbatimiembeni","Stesheni","Nachingwea","Lindi",2015-09-01,47
"nachingwea_stesheni_nangolola","Stesheni","Nachingwea","Lindi",2015-09-01,16
"nachingwea_stesheni_songambele","Stesheni","Nachingwea","Lindi",2015-09-01,25
"nachingwea_stesheni_stesheni","Stesheni","Nachingwea","Lindi",2015-09-01,31
"kilwa_nanjirinji_nanjirib","Nanjirinji","Kilwa","Lindi",2015-09-02,10
"lindirural_kitomanga_kitomanga","Kitomanga","Lindi Rural","Lindi",2015-09-02,70
"lindirural_kitomanga_mkwajuni","Kitomanga","Lindi Rural","Lindi",2015-09-02,79
"lindirural_majengo_majengob","Majengo","Lindi Rural","Lindi",2015-09-02,14
"lindirural_majengo_mbalala","Majengo","Lindi Rural","Lindi",2015-09-02,6
"lindirural_majengo_nangaka","Majengo","Lindi Rural","Lindi",2015-09-02,8
"lindirural_matimba_matimba","Matimba","Lindi Rural","Lindi",2015-09-02,4
"lindirural_mnara_chikombe","Mnara","Lindi Rural","Lindi",2015-09-02,13
"lindirural_mnara_nteneb","Mnara","Lindi Rural","Lindi",2015-09-02,8
"lindirural_mnolela_ruhokwe","Mnolela","Lindi Rural","Lindi",2015-09-02,15
"lindirural_mtumbya_mtumbya","Mtumbya","Lindi Rural","Lindi",2015-09-02,43
"lindirural_namupa_mihima","Namupa","Lindi Rural","Lindi",2015-09-02,25
"lindirural_nangaru_muungano","Nangaru","Lindi Rural","Lindi",2015-09-02,10
"lindirural_navanga_mongomongo","Navanga","Lindi Rural","Lindi",2015-09-02,2
"lindirural_nyangamara_liputi","Nyangamara","Lindi Rural","Lindi",2015-09-02,7
"lindirural_pangatena_hingawali","Pangatena","Lindi Rural","Lindi",2015-09-02,9
"lindirural_rutamba_kinyope","Rutamba","Lindi Rural","Lindi",2015-09-02,31
"lindirural_rutamba_ruhoma","Rutamba","Lindi Rural","Lindi",2015-09-02,7
"lindiurban_jamhuri_mitumbati","Jamhuri","Lindi Urban","Lindi",2015-09-02,18
"lindiurban_matopeni_msikitini","Matopeni","Lindi Urban","Lindi",2015-09-02,3
"lindiurban_mbanja_mbanja","Mbanja","Lindi Urban","Lindi",2015-09-02,3
"lindiurban_mingoyo_mingoyo","Mingoyo","Lindi Urban","Lindi",2015-09-02,10
"lindiurban_nachingwea_nachingwea","Nachingwea","Lindi Urban","Lindi",2015-09-02,5
"lindiurban_ngapa_mkupama","Ng'apa","Lindi Urban","Lindi",2015-09-02,34
"lindiurban_rasbura_kariakoo","Rasbura","Lindi Urban","Lindi",2015-09-02,8
"lindiurban_tandangongoro_narunyu","Tandangongoro","Lindi Urban","Lindi",2015-09-02,17
"lindiurban_tandangongoro_tandangongoro","Tandangongoro","Lindi Urban","Lindi",2015-09-02,13
"nachingwea_mtua_kiparamtua","Mtua","Nachingwea","Lindi",2015-09-02,77
"nachingwea_mtua_mtua","Mtua","Nachingwea","Lindi",2015-09-02,37
"nachingwea_mtua_nalengwe","Mtua","Nachingwea","Lindi",2015-09-02,19
"nachingwea_mtua_nammanga","Mtua","Nachingwea","Lindi",2015-09-02,20
"nachingwea_naipingo_kwakamkamba","Naipingo","Nachingwea","Lindi",2015-09-02,6
"nachingwea_naipingo_mchonda","Naipingo","Nachingwea","Lindi",2015-09-02,40
"nachingwea_naipingo_mkatapori","Naipingo","Nachingwea","Lindi",2015-09-02,9
"nachingwea_naipingo_mkukwe","Naipingo","Nachingwea","Lindi",2015-09-02,2
"nachingwea_naipingo_namatumbusi","Naipingo","Nachingwea","Lindi",2015-09-02,7
"nachingwea_naipingo_nangondo","Naipingo","Nachingwea","Lindi",2015-09-02,15
"nachingwea_namikango_namikangoa","Namikango","Nachingwea","Lindi",2015-09-02,37
"kilwa_likawage_likawage","Likawage","Kilwa","Lindi",2015-09-03,6
"kilwa_likawage_liwiti","Likawage","Kilwa","Lindi",2015-09-03,5
"kilwa_mandawa_mavuji","Mandawa","Kilwa","Lindi",2015-09-03,46
"kilwa_mandawa_mchakama","Mandawa","Kilwa","Lindi",2015-09-03,29
"lindirural_kilolambwani_kijiweni","Kilolambwani","Lindi Rural","Lindi",2015-09-03,6
"lindirural_kilolambwani_mnangole","Kilolambwani","Lindi Rural","Lindi",2015-09-03,9
"lindirural_kiwalala_kiwalala","Kiwalala","Lindi Rural","Lindi",2015-09-03,10
"lindirural_kiwalala_mmangawanga","Kiwalala","Lindi Rural","Lindi",2015-09-03,12
"lindirural_kiwalala_mpembe","Kiwalala","Lindi Rural","Lindi",2015-09-03,14
"lindirural_kiwalala_narunyu","Kiwalala","Lindi Rural","Lindi",2015-09-03,11
"lindirural_kiwalala_ruo","Kiwalala","Lindi Rural","Lindi",2015-09-03,10
"lindirural_mnara_ntene","Mnara","Lindi Rural","Lindi",2015-09-03,11
"lindirural_mtama_mihogoni","Mtama","Lindi Rural","Lindi",2015-09-03,6
"lindirural_nahukahuka_mbawala","Nahukahuka","Lindi Rural","Lindi",2015-09-03,4
"lindirural_namupa_muunganoii","Namupa","Lindi Rural","Lindi",2015-09-03,22
"lindirural_nyengedi_luwale","Nyengedi","Lindi Rural","Lindi",2015-09-03,11
"lindirural_rutamba_chilala","Rutamba","Lindi Rural","Lindi",2015-09-03,7
"lindirural_rutamba_makangara","Rutamba","Lindi Rural","Lindi",2015-09-03,4
"lindiurban_jamhuri_tulieni","Jamhuri","Lindi Urban","Lindi",2015-09-03,30
"lindiurban_mbanja_mbanja","Mbanja","Lindi Urban","Lindi",2015-09-03,17
"lindiurban_mingoyo_ruaha","Mingoyo","Lindi Urban","Lindi",2015-09-03,32
"lindiurban_msinjahili_nachingwea","Msinjahili","Lindi Urban","Lindi",2015-09-03,32
"lindiurban_mtanda_mukule","Mtanda","Lindi Urban","Lindi",2015-09-03,6
"lindiurban_ngapa_mbuyuni","Ng'apa","Lindi Urban","Lindi",2015-09-03,30
"lindiurban_rasbura_likotwa","Rasbura","Lindi Urban","Lindi",2015-09-03,46
"lindiurban_tandangongoro_tandangongoro","Tandangongoro","Lindi Urban","Lindi",2015-09-03,13
"nachingwea_kilimarondo_kilimarondo","Kilima Rondo","Nachingwea","Lindi",2015-09-03,16
"nachingwea_kilimarondo_namatunu","Kilima Rondo","Nachingwea","Lindi",2015-09-03,14
"nachingwea_kilimarondo_nanjihi","Kilima Rondo","Nachingwea","Lindi",2015-09-03,6
"nachingwea_lionja_lionjaa","Lionja","Nachingwea","Lindi",2015-09-03,45
"nachingwea_lionja_lionjab","Lionja","Nachingwea","Lindi",2015-09-03,36
"nachingwea_marambo_ikungu","Marambo","Nachingwea","Lindi",2015-09-03,7
"nachingwea_marambo_litula","Marambo","Nachingwea","Lindi",2015-09-03,6
"nachingwea_marambo_marambo","Marambo","Nachingwea","Lindi",2015-09-03,107
"nachingwea_marambo_mituguru","Marambo","Nachingwea","Lindi",2015-09-03,8
"nachingwea_marambo_rupota","Marambo","Nachingwea","Lindi",2015-09-03,12
"nachingwea_matekwe_majonanga","Matekwe","Nachingwea","Lindi",2015-09-03,4
"nachingwea_matekwe_matekwe","Matekwe","Nachingwea","Lindi",2015-09-03,19
"lindirural_chiponda_chiodyaa","Chiponda","Lindi Rural","Lindi",2015-09-04,9
"lindirural_kiwawa_kiwawa","Kiwawa","Lindi Rural","Lindi",2015-09-04,40
"lindirural_longa_narwadi","Longa","Lindi Rural","Lindi",2015-09-04,9
"lindirural_mandwanga_mikongi","Mandwanga","Lindi Rural","Lindi",2015-09-04,1
"lindirural_matimba_kikomolela","Matimba","Lindi Rural","Lindi",2015-09-04,10
"lindirural_mnara_mnara","Mnara","Lindi Rural","Lindi",2015-09-04,16
"lindirural_mtama_makonde","Mtama","Lindi Rural","Lindi",2015-09-04,2
"lindirural_mtama_mpenda","Mtama","Lindi Rural","Lindi",2015-09-04,2
"lindirural_mtama_mvuleni","Mtama","Lindi Rural","Lindi",2015-09-04,5
"lindirural_nachunyu_mmumbu","Nachunyu","Lindi Rural","Lindi",2015-09-04,7
"lindirural_nyangamara_nyangamaraa","Nyangamara","Lindi Rural","Lindi",2015-09-04,7
"lindirural_rutamba_rutambayasasa","Rutamba","Lindi Rural","Lindi",2015-09-04,3
"lindirural_sudi_madangwa","Sudi","Lindi Rural","Lindi",2015-09-04,7
"lindiurban_jamhuri_mitumbati","Jamhuri","Lindi Urban","Lindi",2015-09-04,14
"lindiurban_mbanja_kikwetu","Mbanja","Lindi Urban","Lindi",2015-09-04,21
"lindiurban_mingoyo_mawasiliano","Mingoyo","Lindi Urban","Lindi",2015-09-04,23
"lindiurban_mtanda_nanembo","Mtanda","Lindi Urban","Lindi",2015-09-04,11
"lindiurban_ngapa_ngapangapa","Ng'apa","Lindi Urban","Lindi",2015-09-04,18
"lindiurban_rahaleo_rahaleo","Rahaleo","Lindi Urban","Lindi",2015-09-04,17
"lindiurban_rasbura_mitema","Rasbura","Lindi Urban","Lindi",2015-09-04,13
"lindiurban_rasbura_mmongo","Rasbura","Lindi Urban","Lindi",2015-09-04,27
"lindiurban_tandangongoro_nandambi","Tandangongoro","Lindi Urban","Lindi",2015-09-04,8
"nachingwea_mbondo_chimbendenga","Mbondo","Nachingwea","Lindi",2015-09-04,24
"nachingwea_mbondo_mbondo","Mbondo","Nachingwea","Lindi",2015-09-04,36
"nachingwea_mbondo_nahimba","Mbondo","Nachingwea","Lindi",2015-09-04,42
"nachingwea_mbondo_nakalonji","Mbondo","Nachingwea","Lindi",2015-09-04,23
"nachingwea_mkoka_chilaile","Mkoka","Nachingwea","Lindi",2015-09-04,9
"nachingwea_mkoka_likwela","Mkoka","Nachingwea","Lindi",2015-09-04,9
"nachingwea_mkoka_mkoka","Mkoka","Nachingwea","Lindi",2015-09-04,18
"nachingwea_mkoka_nandile","Mkoka","Nachingwea","Lindi",2015-09-04,8
"nachingwea_mkoka_narungombe","Mkoka","Nachingwea","Lindi",2015-09-04,21
"nachingwea_mkoka_rweje","Mkoka","Nachingwea","Lindi",2015-09-04,17
"nachingwea_namikango_namikangoa","Namikango","Nachingwea","Lindi",2015-09-04,10
"nachingwea_namikango_namikangob","Namikango","Nachingwea","Lindi",2015-09-04,18
"nachingwea_namikango_nangunde","Namikango","Nachingwea","Lindi",2015-09-04,13
"nachingwea_ruponda_mandawa","Ruponda","Nachingwea","Lindi",2015-09-04,29
"nachingwea_ruponda_mibondo","Ruponda","Nachingwea","Lindi",2015-09-04,10
"nachingwea_ruponda_mwananyamala","Ruponda","Nachingwea","Lindi",2015-09-04,24
"nachingwea_ruponda_nammanga","Ruponda","Nachingwea","Lindi",2015-09-04,44
"nachingwea_ruponda_ruponda","Ruponda","Nachingwea","Lindi",2015-09-04,49
"lindirural_chiponda_chiodyab","Chiponda","Lindi Rural","Lindi",2015-09-05,10
"lindirural_kilangala_kilangalaa","Kilangala","Lindi Rural","Lindi",2015-09-05,10
"lindirural_kilolambwani_mvulenib","Kilolambwani","Lindi Rural","Lindi",2015-09-05,1
"lindirural_kiwawa_mputwa","Kiwawa","Lindi Rural","Lindi",2015-09-05,9
"lindirural_matimba_komolo","Matimba","Lindi Rural","Lindi",2015-09-05,5
"lindirural_mchinga_mchanganii","Mchinga","Lindi Rural","Lindi",2015-09-05,15
"lindirural_milola_milolaa","Milola","Lindi Rural","Lindi",2015-09-05,30
"lindirural_namupa_mndawa","Namupa","Lindi Rural","Lindi",2015-09-05,4
"lindirural_nangaru_makumba","Nangaru","Lindi Rural","Lindi",2015-09-05,34
"lindirural_navanga_navanga","Navanga","Lindi Rural","Lindi",2015-09-05,8
"lindirural_nyangamara_madingo","Nyangamara","Lindi Rural","Lindi",2015-09-05,11
"lindirural_nyangamara_nyangamarab","Nyangamara","Lindi Rural","Lindi",2015-09-05,15
"lindirural_rutamba_rutambayazamani","Rutamba","Lindi Rural","Lindi",2015-09-05,16
"lindiurban_jamhuri_kiduni","Jamhuri","Lindi Urban","Lindi",2015-09-05,30
"lindiurban_mingoyo_mawasiliano","Mingoyo","Lindi Urban","Lindi",2015-09-05,10
"lindiurban_mingoyo_mnazimmoja","Mingoyo","Lindi Urban","Lindi",2015-09-05,16
"lindiurban_msinjahili_kitunda","Msinjahili","Lindi Urban","Lindi",2015-09-05,32
"lindiurban_mtanda_mchochoro","Mtanda","Lindi Urban","Lindi",2015-09-05,25
"lindiurban_ngapa_ngapangapa","Ng'apa","Lindi Urban","Lindi",2015-09-05,14
"lindiurban_rasbura_mitwero","Rasbura","Lindi Urban","Lindi",2015-09-05,9
"lindiurban_tandangongoro_mkanga","Tandangongoro","Lindi Urban","Lindi",2015-09-05,16
"nachingwea_kiegei_kiegeia","Kiegei","Nachingwea","Lindi",2015-09-05,17
"nachingwea_kiegei_kiegeib","Kiegei","Nachingwea","Lindi",2015-09-05,15
"nachingwea_mpiruka_libea","Mpiruka","Nachingwea","Lindi",2015-09-05,19
"nachingwea_mpiruka_mkumba","Mpiruka","Nachingwea","Lindi",2015-09-05,40
"nachingwea_mpiruka_mpiruka","Mpiruka","Nachingwea","Lindi",2015-09-05,33
"nachingwea_naipanga_chiumbatishuleni","Naipanga","Nachingwea","Lindi",2015-09-05,14
"nachingwea_naipanga_chiwindi","Naipanga","Nachingwea","Lindi",2015-09-05,6
"nachingwea_naipanga_naipanga","Naipanga","Nachingwea","Lindi",2015-09-05,16
"nachingwea_naipanga_rahaleo","Naipanga","Nachingwea","Lindi",2015-09-05,6
"nachingwea_naipingo_kihuwe","Naipingo","Nachingwea","Lindi",2015-09-05,13
"nachingwea_naipingo_naipingo","Naipingo","Nachingwea","Lindi",2015-09-05,47
"nachingwea_nambambo_rahaleo","Nambambo","Nachingwea","Lindi",2015-09-05,18
"nachingwea_ndomoni_mkurupilo","Ndomoni","Nachingwea","Lindi",2015-09-05,12
"nachingwea_ndomoni_ndomoni","Ndomoni","Nachingwea","Lindi",2015-09-05,18
"masasi_chigugu_chikukwe","Chigugu","Masasi","Mtwara",2015-09-05,19
"masasi_chiwale_kivukoni","Chiwale","Masasi","Mtwara",2015-09-05,5
"masasi_lipumburu_lipumburu","Lipumburu","Masasi","Mtwara",2015-09-05,5
"masasi_lipumburu_mbangala","Lipumburu","Masasi","Mtwara",2015-09-05,8
"masasi_lipumburu_mchoti","Lipumburu","Masasi","Mtwara",2015-09-05,8
"masasi_lipumburu_mtojolupaso","Lipumburu","Masasi","Mtwara",2015-09-05,25
"masasi_lipumburu_nantona","Lipumburu","Masasi","Mtwara",2015-09-05,8
"masasi_lipumburu_utimbe","Lipumburu","Masasi","Mtwara",2015-09-05,12
"masasi_lulindi_chiwambo","Lulindi","Masasi","Mtwara",2015-09-05,8
"masasi_lulindi_kivukoni","Lulindi","Masasi","Mtwara",2015-09-05,11
"masasi_lulindi_luagala","Lulindi","Masasi","Mtwara",2015-09-05,9
"masasi_lulindi_lulindi","Lulindi","Masasi","Mtwara",2015-09-05,8
"masasi_lulindi_mkaseka","Lulindi","Masasi","Mtwara",2015-09-05,10
"masasi_lulindi_ndwikachini","Lulindi","Masasi","Mtwara",2015-09-05,14
"masasi_mchauru_mirewe","Mchauru","Masasi","Mtwara",2015-09-05,35
"masasi_mchauru_mwitika","Mchauru","Masasi","Mtwara",2015-09-05,31
"masasi_mchauru_namombwe","Mchauru","Masasi","Mtwara",2015-09-05,24
