"Region","District","Ward","Village","matchDistrict","matchWard","matchVillage","Population"
"Lindi","Lindi Urban","Jamhuri","Kanisa","Lindi Urban","Jamhuri","Kanisa",700
"Lindi","Lindi Urban","Msanjihili","Msonobarichini","Lindi Urban","Msinjahili","Msonobarichini",241
"Lindi","Lindi Urban","Msanjihili","Msonobarijuu","Lindi Urban","Msinjahili","Msonobarijuu",940
"Lindi","Lindi Urban","Msanjihili","Benki","Lindi Urban","Msinjahili","Benki",126
"Lindi","Lindi Urban","Msanjihili","Nachingwea","Lindi Urban","Msinjahili","Nachingwea",2717
"Lindi","Lindi Urban","Msanjihili","Kitunda","Lindi Urban","Msinjahili","Kitunda",679
"Lindi","Lindi Urban","Msanjihili","Kitumbikwela","Lindi Urban","Msinjahili","Kitumbikwela",1688
"Lindi","Lindi Urban","Mingoyo","Mkwaya","Lindi Urban","Mingoyo","Mkwaya",1552
"Lindi","Lindi Urban","Mingoyo","Ruaha","Lindi Urban","Mingoyo","Ruaha",1354
"Lindi","Lindi Urban","Mingoyo","Mingoyo","Lindi Urban","Mingoyo","Mingoyo",1254
"Lindi","Lindi Urban","Mingoyo","Mnazimmoja","Lindi Urban","Mingoyo","Mnazimmoja",4618
"Lindi","Lindi Urban","Mingoyo","Mawasilino","Lindi Urban","Mingoyo","Mawasiliano",3033
"Lindi","Lindi Urban","Ng ́apa","Ng ́apang ́apa (Mkoimba)","Lindi Urban","Ngapa","Ng'apang'apa",234
"Lindi","Lindi Urban","Ng ́apa","Ng ́apang ́apa (Ndonde)","Lindi Urban","Ngapa","Ng'apang'apa",225
"Lindi","Lindi Urban","Ng ́apa","Ng ́apang ́apa (Livengula)","Lindi Urban","Ngapa","Ng'apang'apa",352
"Lindi","Lindi Urban","Ng ́apa","Ng ́apang ́apa ( Kumbaila)","Lindi Urban","Ngapa","Ng'apang'apa",328
"Lindi","Lindi Urban","Ng ́apa","Ng ́apang ́apa (Naitiwi)","Lindi Urban","Ngapa","Ng'apang'apa",915
"Lindi","Lindi Urban","Ng ́apa","Ng ́apang ́apa (Cheleweni)","Lindi Urban","Ngapa","Ng'apang'apa",829
"Lindi","Lindi Urban","Ng ́apa","Mbuyuni (Mapokezi)","Lindi Urban","Ngapa","Mbuyuni",644
"Lindi","Lindi Urban","Ng ́apa","Mbuyuni Shuleni","Lindi Urban","Ngapa","Mbuyuni",251
"Lindi","Lindi Urban","Ng ́apa","Mbuyuni Ng'otang'ota","Lindi Urban","Ngapa","Mbuyuni",386
"Lindi","Lindi Urban","Ng ́apa","Mbuyuni (Uleka)","Lindi Urban","Ngapa","Mbuyuni",348
"Lindi","Lindi Urban","Ng ́apa","Mbuyuni (Amani)","Lindi Urban","Ngapa","Mbuyuni",505
"Lindi","Lindi Urban","Ng ́apa","Mbuyuni (Juhudi & Lizaboni)","Lindi Urban","Ngapa","Mbuyuni",235
"Lindi","Lindi Urban","Ng ́apa","Mbuyuni (Shaurimoyo)","Lindi Urban","Ngapa","Mbuyuni",287
"Lindi","Lindi Urban","Ng ́apa","Mkupama (Mpakani)","Lindi Urban","Ngapa","Mkupama",267
"Lindi","Lindi Urban","Ng ́apa","Mkupama (Nachukalala)","Lindi Urban","Ngapa","Mkupama",299
"Lindi","Lindi Urban","Ng ́apa","Mkupama (CCM)","Lindi Urban","Ngapa","Mkupama",370
"Lindi","Lindi Urban","Ng ́apa","Mkupama (Msikitini)","Lindi Urban","Ngapa","Mkupama",497
"Lindi","Lindi Urban","Ng ́apa","Mkupama (Maskani & Shuleni)","Lindi Urban","Ngapa","Mkupama",331
"Lindi","Lindi Urban","Ng ́apa","Mkupama (Kilimahewa)","Lindi Urban","Ngapa","Mkupama",458
"Lindi","Lindi Urban","Tandangongoro","Mkanga I","Lindi Urban","Tandangongoro","Mkanga 1",880
"Lindi","Lindi Urban","Tandangongoro","Narunyu (Mpakani)","Lindi Urban","Tandangongoro","Narunyu",335
"Lindi","Lindi Urban","Tandangongoro","Narunyu (Msikitini)","Lindi Urban","Tandangongoro","Narunyu",429
"Lindi","Lindi Urban","Tandangongoro","Narunyu ( Maendeleo & Zawiani","Lindi Urban","Tandangongoro","Narunyu",310
"Lindi","Lindi Urban","Tandangongoro","Tandangongoro (Jitegemee)","Lindi Urban","Tandangongoro","Tandangongoro",366
"Lindi","Lindi Urban","Tandangongoro","Tandangongoro (Amani)","Lindi Urban","Tandangongoro","Tandangongoro",246
"Lindi","Lindi Urban","Tandangongoro","Tandangongoro (Mapinduzi)","Lindi Urban","Tandangongoro","Tandangongoro",127
"Lindi","Lindi Urban","Tandangongoro","Nandambi (Kilolambwani)","Lindi Urban","Tandangongoro","Nandambi",332
"Lindi","Lindi Urban","Tandangongoro","Nandambi","Lindi Urban","Tandangongoro","Nandambi",247
"Lindi","Lindi Urban","Tandangongoro","Nandambi (Umoja)","Lindi Urban","Tandangongoro","Nandambi",277
"Lindi","Lindi Urban","Chikonji","Nanyanje","Lindi Urban","Chikonji","Nanyanje",933
"Lindi","Lindi Urban","Chikonji","Jangwani","Lindi Urban","Chikonji","Jangwani",1052
"Lindi","Lindi Urban","Chikonji","Chikonji","Lindi Urban","Chikonji","Chikonji",1537
"Lindi","Lindi Urban","Chikonji","Chikonji,Kaskazini","Lindi Urban","Chikonji","Chikonji,Kaskazini",1832
"Lindi","Lindi Urban","Mbanja","Likong ́o Mto Mkavu","Lindi Urban","Mbanja","Likongo",222
"Lindi","Lindi Urban","Mbanja","Likong ́o","Lindi Urban","Mbanja","Likongo",454
"Lindi","Lindi Urban","Mbanja","Likong ́o Nalyah","Lindi Urban","Mbanja","Likongo",296
"Lindi","Lindi Urban","Mbanja","Likong ́o Masasi ya Leo","Lindi Urban","Mbanja","Likongo",513
"Lindi","Lindi Urban","Mbanja","Kikwetu","Lindi Urban","Mbanja","Kikwetu",1045
"Lindi","Lindi Urban","Mbanja","Mbanja Mitonga","Lindi Urban","Mbanja","Mbanja",307
"Lindi","Lindi Urban","Mbanja","Mbanja","Lindi Urban","Mbanja","Mbanja",350
"Mtwara","Mtwara Rural","Madimba","Mngoji","Mtwara Rural","Madimba","Mngoji",1666
"Mtwara","Mtwara Rural","Madimba","Litembe","Mtwara Rural","Madimba","Litembe",1171
"Mtwara","Mtwara Rural","Madimba","Mitambo","Mtwara Rural","Madimba","Mitambo",1343
"Mtwara","Mtwara Rural","Madimba","Madimba","Mtwara Rural","Madimba","Madimba",1903
"Mtwara","Mtwara Rural","Madimba","Mtendachi","Mtwara Rural","Madimba","Mtendachi",888
"Mtwara","Mtwara Rural","Madimba","Namindondi","Mtwara Rural","Madimba","Namindondi",1261
"Mtwara","Mtwara Rural","Madimba","Mtandi","Mtwara Rural","Madimba","Mtandi",2385
"Mtwara","Mtwara Rural","Madimba","Msimbati","Mtwara Rural","Madimba","Msimbati",2522
"Mtwara","Mtwara Rural","Ziwani","Mnawene","Mtwara Rural","Ziwani","Mnawene",798
"Mtwara","Mtwara Rural","Ziwani","Msakala","Mtwara Rural","Ziwani","Msakala",1573
"Mtwara","Mtwara Rural","Ziwani","Majengo","Mtwara Rural","Ziwani","Majengo",1725
"Mtwara","Mtwara Rural","Ziwani","Nambeleketela","Mtwara Rural","Ziwani","Nambeleketela",1189
"Mtwara","Mtwara Rural","Ziwani","Moma","Mtwara Rural","Ziwani","Moma",1559
"Mtwara","Mtwara Rural","Ziwani","Ding ́wida","Mtwara Rural","Ziwani","Ding'wida",862
"Mtwara","Mtwara Rural","Ziwani","Minyembe","Mtwara Rural","Ziwani","Minyembe",1213
"Mtwara","Mtwara Rural","Nanguruwe","Nanguruwe","Mtwara Rural","Nanguruwe","Nanguruwe",3029
"Mtwara","Mtwara Rural","Nanguruwe","Namayakata barabarani","Mtwara Rural","Nanguruwe","Namanyakata Barabara",1424
"Mtwara","Mtwara Rural","Nanguruwe","Ngorongoro","Mtwara Rural","Nanguruwe","Ngorongoro",589
"Mtwara","Mtwara Rural","Nanguruwe","Namayakata shuleni","Mtwara Rural","Nanguruwe","Namayakata shuleni",1171
"Mtwara","Mtwara Rural","Mahurunga","Kihimika","Mtwara Rural","Mahurunga","Kihimika",1220
"Mtwara","Mtwara Rural","Mahurunga","Kivava","Mtwara Rural","Mahurunga","Kivava",1671
"Mtwara","Mtwara Rural","Mahurunga","Kilombero","Mtwara Rural","Mahurunga","Kilombero",1556
"Mtwara","Mtwara Rural","Mahurunga","Kitunguli","Mtwara Rural","Mahurunga","Kitunguli",1748
"Mtwara","Mtwara Rural","Mahurunga","Mahurunga","Mtwara Rural","Mahurunga","Mahurunga",2019
"Mtwara","Mtwara Rural","Kitaya","Kilomba chini","Mtwara Rural","Kitaya","Kilomba chini",1169
"Mtwara","Mtwara Rural","Kitaya","Mayembe juu","Mtwara Rural","Kitaya","Mayembe juu",1046
"Mtwara","Mtwara Rural","Kitaya","Mayembe chini","Mtwara Rural","Kitaya","Mayembe chini",1157
"Mtwara","Mtwara Rural","Kitaya","Mchanje","Mtwara Rural","Kitaya","Mchanje",741
"Mtwara","Mtwara Rural","Kitaya","Kitaya","Mtwara Rural","Kitaya","Kitaya",1260
"Mtwara","Mtwara Rural","Kitaya","Kihamba","Mtwara Rural","Kitaya","Kihamba",1633
"Mtwara","Mtwara Rural","Kitaya","Dindwa","Mtwara Rural","Kitaya","Dindwa",1536
"Mtwara","Mtwara Rural","Kiromba","Misufini","Mtwara Rural","Kiromba","Misufini",1156
"Mtwara","Mtwara Rural","Kiromba","Nachuma","Mtwara Rural","Kiromba","Nachuma",613
"Mtwara","Mtwara Rural","Kiromba","Kiromba","Mtwara Rural","Kiromba","Kiromba",2326
"Mtwara","Mtwara Rural","Kiromba","Mikumbi","Mtwara Rural","Kiromba","Mikumbi",671
"Mtwara","Mtwara Rural","Njengwa","Njengwa","Mtwara Rural","Njengwa","Njengwa",2351
"Mtwara","Mtwara Rural","Njengwa","Chiwindi","Mtwara Rural","Njengwa","Chiwindi",1044
"Mtwara","Mtwara Rural","Njengwa","Hinju","Mtwara Rural","Njengwa","Hinju",2968
"Mtwara","Mtwara Rural","Njengwa","Nang ́awanga","Mtwara Rural","Njengwa","Nang'awanga",1049
"Mtwara","Mtwara Rural","Njengwa","Narunga","Mtwara Rural","Njengwa","Narunga",1228
"Mtwara","Mtwara Rural","Njengwa","Majengo","Mtwara Rural","Njengwa","Majengo",892
"Mtwara","Mtwara Rural","Njengwa","Ziwani juu","Mtwara Rural","Njengwa","Ziwani juu",534
"Mtwara","Mtwara Rural","Nitekela","Nyundo","Mtwara Rural","Nitekela","Nyundo",1569
"Mtwara","Mtwara Rural","Nitekela","Niyumba","Mtwara Rural","Nitekela","Niyumba",1095
"Mtwara","Mtwara Rural","Nitekela","Migombani","Mtwara Rural","Nitekela","Migombani",1209
"Mtwara","Mtwara Rural","Nitekela","Nitekela","Mtwara Rural","Nitekela","Nitekela",1655
"Mtwara","Mtwara Rural","Nitekela","Kitama bondeni","Mtwara Rural","Nitekela","Kitama bondeni",793
"Mtwara","Mtwara Rural","Nitekela","Nyundo""B""","Mtwara Rural","Nitekela","Nyundo""B""",1367
"Mtwara","Mtwara Rural","Nitekela","Maendeleo","Mtwara Rural","Nitekela","Maendeleo",1316
"Mtwara","Mtwara Rural","Nitekela","Miule","Mtwara Rural","Nitekela","Miule",660
"Mtwara","Mtwara Rural","Nanyamba","Dinyecha","Mtwara Rural","Nanyamba","Dinyecha",3021
"Mtwara","Mtwara Rural","Nanyamba","Nanyamba","Mtwara Rural","Nanyamba","Nanyamba",4125
"Mtwara","Mtwara Rural","Nanyamba","Namkuku","Mtwara Rural","Nanyamba","Namkuku",4139
"Mtwara","Mtwara Rural","Nanyamba","Chikwaya","Mtwara Rural","Nanyamba","Chikaya",2035
"Mtwara","Mtwara Rural","Mtiniko","Mtiniko","Mtwara Rural","Mtiniko","Mtiniko",2157
"Mtwara","Mtwara Rural","Mtiniko","Mnivata","Mtwara Rural","Mtiniko","Mnivata",723
"Mtwara","Mtwara Rural","Mtiniko","Tulia","Mtwara Rural","Mtiniko","Tulia",1505
"Mtwara","Mtwara Rural","Mtiniko","Maranje","Mtwara Rural","Mtiniko","Maranje",1418
"Mtwara","Mtwara Rural","Mtiniko","Malamba","Mtwara Rural","Mtiniko","Malamba",1619
"Mtwara","Mtwara Rural","Dihimba","Dihimba","Mtwara Rural","Dihimba","Dihimba",1733
"Mtwara","Mtwara Rural","Dihimba","Namanjele","Mtwara Rural","Dihimba","Namanjele",1289
"Mtwara","Mtwara Rural","Dihimba","Njumbuli","Mtwara Rural","Dihimba","Njumbuli",1047
"Mtwara","Mtwara Rural","Dihimba","Mpondomo","Mtwara Rural","Dihimba","Mpondomo",1804
"Mtwara","Mtwara Rural","Dihimba","Manamawa","Mtwara Rural","Dihimba","Manamawa",1037
"Mtwara","Mtwara Rural","Mnima","Lipwidi","Mtwara Rural","Mnima","Lipwidi",1738
"Mtwara","Mtwara Rural","Mnima","Mtama","Mtwara Rural","Mnima","Mtama",1481
"Mtwara","Mtwara Rural","Mnima","Mango pachanne","Mtwara Rural","Mnima","Mango pachanne",2217
"Mtwara","Mtwara Rural","Mnima","Mkutimango","Mtwara Rural","Mnima","Mkutimango",1417
"Mtwara","Mtwara Rural","Mnima","Namambi","Mtwara Rural","Mnima","Namambi",729
"Mtwara","Mtwara Rural","Mnima","Mnima","Mtwara Rural","Mnima","Mnima",2246
"Mtwara","Mtwara Rural","Mnima","Namahukula","Mtwara Rural","Mnima","Namahukula",1909
"Mtwara","Mtwara Rural","Mnima","Ilala","Mtwara Rural","Mnima","Ilala",628
"Mtwara","Mtwara Rural","Kitere","Chemchem","Mtwara Rural","Kitere","Chemchem",1348
"Mtwara","Mtwara Rural","Kitere","Lilido","Mtwara Rural","Kitere","Lilido",2189
"Mtwara","Mtwara Rural","Kitere","Nakada","Mtwara Rural","Kitere","Nakada",1091
"Mtwara","Mtwara Rural","Kitere","Mkonye","Mtwara Rural","Kitere","Mkonye",1590
"Mtwara","Mtwara Rural","Kitere","Chekeleni","Mtwara Rural","Kitere","Chekeleni",2744
"Mtwara","Mtwara Rural","Kitere","Namuhi","Mtwara Rural","Kitere","Namuhi",1309
"Mtwara","Mtwara Rural","Ndumbwe","Changalawe","Mtwara Rural","Ndumbwe","Changalawe",556
"Mtwara","Mtwara Rural","Ndumbwe","Mnyundo","Mtwara Rural","Ndumbwe","Mnyundo",871
"Mtwara","Mtwara Rural","Ndumbwe","Ndumbwe","Mtwara Rural","Ndumbwe","Ndumbwe",2538
"Mtwara","Mtwara Rural","Ndumbwe","Mbuo","Mtwara Rural","Ndumbwe","Mbuo",1692
"Mtwara","Mtwara Rural","Ndumbwe","Mwatehi","Mtwara Rural","Ndumbwe","Mwatehi",574
"Mtwara","Mtwara Rural","Mayanga","Msijute","Mtwara Rural","Mayanga","Msijute",2250
"Mtwara","Mtwara Rural","Mayanga","Likonde","Mtwara Rural","Mayanga","Likonde",1825
"Mtwara","Mtwara Rural","Mayanga","Mkunwa","Mtwara Rural","Mayanga","Mkunwa",1698
"Mtwara","Mtwara Rural","Mayanga","Kawawa","Mtwara Rural","Mayanga","Kawawa",1586
"Mtwara","Mtwara Rural","Mayanga","Nanyati","Mtwara Rural","Mayanga","Nanyati",1357
"Mtwara","Mtwara Rural","Mayanga","Hiyari","Mtwara Rural","Mayanga","Hiyari",812
"Mtwara","Mtwara Rural","Naumbu","Namgogoli","Mtwara Rural","Naumbu","Namgogoli",1921
"Mtwara","Mtwara Rural","Naumbu","Mgao","Mtwara Rural","Naumbu","Mgao",1517
"Mtwara","Mtwara Rural","Naumbu","Imekuwa","Mtwara Rural","Naumbu","Imekuwa",1763
"Mtwara","Mtwara Rural","Naumbu","Naumbu","Mtwara Rural","Naumbu","Naumbu",1644
"Mtwara","Mtwara Rural","Naumbu","Kisiwa","Mtwara Rural","Naumbu","Kisiwa",932
"Mtwara","Mtwara Rural","Naumbu","Majengo","Mtwara Rural","Naumbu","Majengo",999
"Mtwara","Mtwara Rural","Naumbu","Naumbukusini","Mtwara Rural","Naumbu","Naumbukusini",970
"Mtwara","Mtwara Rural","Chawi","Navikole","Mtwara Rural","Chawi","Navikole",1398
"Mtwara","Mtwara Rural","Chawi","Ngonja","Mtwara Rural","Chawi","Ngonja",1040
"Mtwara","Mtwara Rural","Chawi","Arusha","Mtwara Rural","Chawi","Arusha",907
"Mtwara","Mtwara Rural","Chawi","Mkomo","Mtwara Rural","Chawi","Mkomo",956
"Mtwara","Mtwara Rural","Chawi","Ngorongoro","Mtwara Rural","Chawi","Ngorongoro",435
"Mtwara","Mtwara Rural","Chawi","Chawi","Mtwara Rural","Chawi","Chawi",1908
"Mtwara","Mtwara Rural","Namtumbuka","Namtumbuka shuleni","Mtwara Rural","Namtumbuka","Namtumbuka shuleni",801
"Mtwara","Mtwara Rural","Namtumbuka","Namtumbuka sokoni","Mtwara Rural","Namtumbuka","Namtumbuka sokoni",2394
"Mtwara","Mtwara Rural","Namtumbuka","Kilimahewa","Mtwara Rural","Namtumbuka","Kilimahewa",896
"Mtwara","Mtwara Rural","Namtumbuka","Kiwengulo","Mtwara Rural","Namtumbuka","Kiwengulo",1775
"Mtwara","Mtwara Rural","Namtumbuka","Mnongodi","Mtwara Rural","Namtumbuka","Mnongodi",2297
"Mtwara","Mtwara Rural","Libobe","Mnyija","Mtwara Rural","Libobe","Mnyija",853
"Mtwara","Mtwara Rural","Libobe","Libobe""A""","Mtwara Rural","Libobe","Libobe""A""",1082
"Mtwara","Mtwara Rural","Libobe","Libobe""B""","Mtwara Rural","Libobe","Libobe""B""",1221
"Mtwara","Mtwara Rural","Libobe","Unguja","Mtwara Rural","Libobe","Unguja",1224
"Mtwara","Mtwara Rural","Libobe","Ming ́wena","Mtwara Rural","Libobe","Ming'wena",1261
"Mtwara","Mtwara Rural","Mpapura","Utende","Mtwara Rural","Mpapura","Utende",1525
"Mtwara","Mtwara Rural","Mpapura","Mpapura","Mtwara Rural","Mpapura","Mpapura",2203
"Mtwara","Mtwara Rural","Mpapura","Nanyani","Mtwara Rural","Mpapura","Nanyani",596
"Mtwara","Mtwara Rural","Mpapura","Mabatini","Mtwara Rural","Mpapura","Mabatini",609
"Mtwara","Mtwara Rural","Muungano","Majengo","Mtwara Rural","Muungano","Muungano",1014
"Mtwara","Mtwara Rural","Muungano","Mwembetogwa","Mtwara Rural","Muungano","Mwembetogwa",635
"Mtwara","Mtwara Rural","Muungano","Mkwajunichini","Mtwara Rural","Muungano","Mkwajunichini",506
"Mtwara","Mtwara Rural","Muungano","Mkwajuni","Mtwara Rural","Muungano","Mkwajuni",376
"Mtwara","Mtwara Rural","Muungano","Lyowa","Mtwara Rural","Muungano","Lyowa",1020
"Mtwara","Mtwara Rural","Mbawala","Mailikumi","Mtwara Rural","Mbawala","Mailikumi",879
"Mtwara","Mtwara Rural","Mbawala","Nachenjele","Mtwara Rural","Mbawala","Nachenjele",1252
"Mtwara","Mtwara Rural","Mbawala","Makome","Mtwara Rural","Mbawala","Makome",1424
"Mtwara","Mtwara Rural","Mbawala","Mihembe","Mtwara Rural","Mbawala","Mihembe",830
"Mtwara","Mtwara Rural","Mbawala","Mwindi","Mtwara Rural","Mbawala","Mwindi",1275
"Mtwara","Mtwara Rural","Mbawala","Mbawala","Mtwara Rural","Mbawala","Mbawala",1498
"Mtwara","Mtwara Rural","Mbawala","Mduwi","Mtwara Rural","Mbawala","Mduwi",895
"Mtwara","Mtwara Rural","Msanga mkuu","Msanga mkuu","Mtwara Rural","Msanga mkuu","Msanga mkuu",2506
"Mtwara","Mtwara Rural","Msanga mkuu","Namela","Mtwara Rural","Msanga mkuu","Namela",1758
"Mtwara","Mtwara Rural","Msanga mkuu","Sinde","Mtwara Rural","Msanga mkuu","Sinde",2320
"Mtwara","Mtwara Rural","Msanga mkuu","Mkubiru","Mtwara Rural","Msanga mkuu","Mkubiru",1279
"Mtwara","Mtwara Rural","Msanga mkuu","Mnete","Mtwara Rural","Msanga mkuu","Mnete",718
"Mtwara","Mtwara Rural","Msanga mkuu","Nalingu","Mtwara Rural","Msanga mkuu","Nalingu",2263
"Mtwara","Mtwara Rural","Tangazo","Magomeni","Mtwara Rural","Tangazo","Magomeni",493
"Mtwara","Mtwara Rural","Tangazo","Tangazo","Mtwara Rural","Tangazo","Tangazo",2246
"Mtwara","Mtwara Rural","Tangazo","Kilambo","Mtwara Rural","Tangazo","Kilambo",3073
"Mtwara","Mtwara Rural","Tangazo","Mnaida","Mtwara Rural","Tangazo","Mnaida",1794
"Mtwara","Mtwara Rural","Tangazo","Mayaya","Mtwara Rural","Tangazo","Mayaya",1145
"Mtwara","Mtwara Rural","Kiyanga","Mkahara","Mtwara Rural","Kiyanga","Mkahara",896
"Mtwara","Mtwara Rural","Kiyanga","Mpanyani","Mtwara Rural","Kiyanga","Mpanyani",1329
"Mtwara","Mtwara Rural","Kiyanga","Kiyanga","Mtwara Rural","Kiyanga","Mnongodi",2840
"Mtwara","Mtwara Rural","Milangominne","Mnyahi","Mtwara Rural","Milango minne","Mnyahi",1128
"Mtwara","Mtwara Rural","Milangominne","Milangominne","Mtwara Rural","Milango minne","Milangominne",1652
"Mtwara","Mtwara Rural","Milangominne","Mkubwanana","Mtwara Rural","Milango minne","Mkumbwanana",939
"Mtwara","Mtwara Rural","Milangominne","Mnyawisokoni","Mtwara Rural","Milango minne","Mnyawi sokonii",1636
"Mtwara","Mtwara Rural","Milangominne","Mnyawibarabarani","Mtwara Rural","Milango minne","Mnyawibarabarani",1330
"Mtwara","Mtwara Rural","Mbembaleo","Mwang ́anga","Mtwara Rural","Mbembaleo","Mwang'anga",1899
"Mtwara","Mtwara Rural","Mbembaleo","Mwamko","Mtwara Rural","Mbembaleo","Mwamko",2437
"Mtwara","Mtwara Rural","Mbembaleo","Mbembaleo","Mtwara Rural","Mbembaleo","Mbembaleo",1789
"Mtwara","Mtwara Rural","Mtimbwilimbwi","Mtopwa","Mtwara Rural","Mtimbwilimbwi","Mtopwa",1518
"Mtwara","Mtwara Rural","Mtimbwilimbwi","Shaba","Mtwara Rural","Mtimbwilimbwi","Shaba",1538
"Mtwara","Mtwara Rural","Mtimbwilimbwi","Mtimbwilimbwi","Mtwara Rural","Mtimbwilimbwi","Mtimbwilimbwi",2031
"Mtwara","Mtwara Rural","Mtimbwilimbwi","Mbambakofi","Mtwara Rural","Mtimbwilimbwi","Mbambakofi",1319
"Mtwara","Mtwara Rural","Mtimbwilimbwi","Nanjedya","Mtwara Rural","Mtimbwilimbwi","Nanjedya",952
"Mtwara","Mtwara Rural","Mtimbwilimbwi","Namisangi","Mtwara Rural","Mtimbwilimbwi","Namisangi",875
"Mtwara","Newala","Luchingu","Nangwala","Newala","Luchindu","Nangwala",7615
"Mtwara","Newala","Luchingu","Chitandi","Newala","Luchindu","Chitandi",801
"Mtwara","Newala","Luchingu","Tupendane","Newala","Luchindu","Tupendane",3545
"Mtwara","Newala","Luchingu","Lingana","Newala","Luchindu","Lingana",1868
"Mtwara","Newala","Luchingu","Luchingu","Newala","Luchindu","Luchingu",6912
"Mtwara","Newala","Makote","Mahumbika","Newala","Makote","Mahumbika",1507
"Mtwara","Newala","Makote","Kikuyu","Newala","Makote","Kikuyu",1028
"Mtwara","Newala","Makote","Chikwaya","Newala","Makote","Chikwaya",869
"Mtwara","Newala","Makote","Makondeko","Newala","Makote","Makondeko",2537
"Mtwara","Newala","Makote","Makote","Newala","Makote","Makote",2376
"Mtwara","Newala","Makote","Kipimi","Newala","Makote","Kipimi",739
"Mtwara","Newala","Nanguruwe","Mnanje","Newala","Nanguruwe","Mnanje",828
"Mtwara","Newala","Nanguruwe","Mtawe","Newala","Nanguruwe","Mtawe",1688
"Mtwara","Newala","Nanguruwe","Nanguruwe","Newala","Nanguruwe","Nanguruwe",1398
"Mtwara","Newala","Nanguruwe","Magumuchila","Newala","Nanguruwe","Magumuchila",1015
"Mtwara","Newala","Nanguruwe","Samora","Newala","Nanguruwe","Samora",1197
"Mtwara","Newala","Nanguruwe","Mapili","Newala","Nanguruwe","Mapili",1287
"Mtwara","Newala","Mkunya","Matokeo","Newala","Mkunya","Matokeo",702
"Mtwara","Newala","Mkunya","Kiuta","Newala","Mkunya","Kiuta",1695
"Mtwara","Newala","Mkunya","Mkunya","Newala","Mkunya","Mkunya",1095
"Mtwara","Newala","Mkunya","Rahaleo","Newala","Mkunya","Rahaleo",1614
"Mtwara","Newala","Mkunya","Chihanga","Newala","Mkunya","Chihanga",1257
"Mtwara","Newala","Mcholi I","Amani","Newala","Mcholi I","Amani",1986
"Mtwara","Newala","Mcholi I","Pachoto","Newala","Mcholi I","Pachoto",2185
"Mtwara","Newala","Mcholi I","Chihwindi","Newala","Mcholi I","Chihwindi",1236
"Mtwara","Newala","Mcholi I","Mcholigodauni","Newala","Mcholi I","Mcholigodauni",1322
"Mtwara","Newala","Mcholi I","Chiunjira","Newala","Mcholi I","Chiunjira",2306
"Mtwara","Newala","Mcholi I","Tumaini","Newala","Mcholi I","Tumaini",1408
"Mtwara","Newala","Mcholi I","Makorongo","Newala","Mcholi I","Makorongo",1209
"Mtwara","Newala","Namiyonga","Magombo","Newala","Namiyonga","Magombo",1896
"Mtwara","Newala","Namiyonga","Madunda","Newala","Namiyonga","Mandunda",668
"Mtwara","Newala","Namiyonga","Nakachela","Newala","Namiyonga","Nakachela",1545
"Mtwara","Newala","Namiyonga","Namiyonga","Newala","Namiyonga","Namiyonga",1566
"Mtwara","Newala","Namiyonga","Londo","Newala","Namiyonga","Londo",690
"Mtwara","Newala","Mnekachi","Nambunga","Newala","Mnekachi","Nambunga",2338
"Mtwara","Newala","Mnekachi","Kazamoyo","Newala","Mnekachi","Kazamoyo",323
"Mtwara","Newala","Mnekachi","Chiwambo","Newala","Mnekachi","Chiwambo",398
"Mtwara","Newala","Mnekachi","Imani","Newala","Mnekachi","Imani",1176
"Mtwara","Newala","Mnekachi","Mkoma I","Newala","Mnekachi","Mkoma I",1896
"Mtwara","Newala","Chitekete","Chitekete","Newala","Chitekete","Chitekete",1747
"Mtwara","Newala","Chitekete","Namkonda","Newala","Chitekete","Namkonda",514
"Mtwara","Newala","Chitekete","Mchangani","Newala","Chitekete","Mchangani",662
"Mtwara","Newala","Chitekete","Nambudi","Newala","Chitekete","Nambudi",996
"Mtwara","Newala","Mnyambe","Hengapano","Newala","Mnyambe","Hengapano",1296
"Mtwara","Newala","Mnyambe","Majembejuu","Newala","Mnyambe","Majembejuu",401
"Mtwara","Newala","Mnyambe","Mnima","Newala","Mnyambe","Mnima",1356
"Mtwara","Newala","Mnyambe","Mnyambe","Newala","Mnyambe","Mnyambe",3945
"Mtwara","Newala","Mnyambe","Bahati","Newala","Mnyambe","Bahati",579
"Mtwara","Newala","Chilangalanga","Mkudumba","Newala","Chilangala","Mkudumba",540
"Mtwara","Newala","Chilangalanga","Namdimba","Newala","Chilangala","Namdimba",1490
"Mtwara","Newala","Chilangalanga","Miyuyu","Newala","Chilangala","Miyuyu",906
"Mtwara","Newala","Chilangalanga","Chilangala","Newala","Chilangala","Chilangala",1529
"Mtwara","Newala","Chilangalanga","Navanga","Newala","Chilangala","Navanga",197
"Mtwara","Newala","Chilangalanga","Mikumbi","Newala","Chilangala","Mikumbi",1956
"Mtwara","Newala","Chilangalanga","Mkongi","Newala","Chilangala","Mkongi",2138
"Mtwara","Newala","Chilangalanga","Namangudu","Newala","Chilangala","Namangadu",920
"Mtwara","Newala","Mkoma II","Mkoma II","Newala","Mkoma II","Mkoma II",467
"Mtwara","Newala","Mkoma II","Lochinu","Newala","Mkoma II","Lochinu",584
"Mtwara","Newala","Mkoma II","Lihanga","Newala","Mkoma II","Lihanga",406
"Mtwara","Newala","Mkoma II","Nangudyane","Newala","Mkoma II","Nangudyane",778
