"Date","Correct_Village","Correct_Ward","Correct_District","Correct_Region","Dogs.without.collars","Dogs.with.collars","month","year","DWV","DW"
2014-06-12,"Juhudi B","Chinongwe","Ruangwa","Lindi",1,4,54,2014,"ruangwa_chinongwe_juhudib","ruangwa_chinongwe"
2015-09-13,"Juhudi B","Chinongwe","Ruangwa","Lindi",0,2,69,2015,"ruangwa_chinongwe_juhudib","ruangwa_chinongwe"
2016-11-18,"Juhudi B","Chinongwe","Ruangwa","Lindi",1,4,83,2016,"ruangwa_chinongwe_juhudib","ruangwa_chinongwe"
2015-09-15,"Likwachu","Chinongwe","Ruangwa","Lindi",5,10,69,2015,"ruangwa_chinongwe_likwachu","ruangwa_chinongwe"
2014-06-16,"Likwachu","Chinongwe","Ruangwa","Lindi",5,2,54,2014,"ruangwa_chinongwe_likwachu","ruangwa_chinongwe"
2016-11-19,"Likwachu","Chinongwe","Ruangwa","Lindi",1,9,83,2016,"ruangwa_chinongwe_likwachu","ruangwa_chinongwe"
2016-11-05,"Litama","Chinongwe","Ruangwa","Lindi",0,5,83,2016,"ruangwa_chinongwe_litama","ruangwa_chinongwe"
2014-06-14,"Litama","Chinongwe","Ruangwa","Lindi",2,9,54,2014,"ruangwa_chinongwe_litama","ruangwa_chinongwe"
2015-09-14,"Litama","Chinongwe","Ruangwa","Lindi",2,3,69,2015,"ruangwa_chinongwe_litama","ruangwa_chinongwe"
2016-11-05,"Chunyu","Chunyu","Ruangwa","Lindi",2,16,83,2016,"ruangwa_chunyu_chunyu","ruangwa_chunyu"
2014-06-09,"Chunyu","Chunyu","Ruangwa","Lindi",6,1,54,2014,"ruangwa_chunyu_chunyu","ruangwa_chunyu"
2015-09-14,"Chunyu","Chunyu","Ruangwa","Lindi",2,3,69,2015,"ruangwa_chunyu_chunyu","ruangwa_chunyu"
2014-06-11,"Mihewe","Chunyu","Ruangwa","Lindi",4,11,54,2014,"ruangwa_chunyu_mihewe","ruangwa_chunyu"
2015-09-16,"Mihewe","Chunyu","Ruangwa","Lindi",1,0,69,2015,"ruangwa_chunyu_mihewe","ruangwa_chunyu"
2016-11-16,"Mihewe","Chunyu","Ruangwa","Lindi",0,4,83,2016,"ruangwa_chunyu_mihewe","ruangwa_chunyu"
2014-06-10,"Namikulo","Chunyu","Ruangwa","Lindi",5,8,54,2014,"ruangwa_chunyu_namikulo","ruangwa_chunyu"
2015-09-15,"Namikulo","Chunyu","Ruangwa","Lindi",1,3,69,2015,"ruangwa_chunyu_namikulo","ruangwa_chunyu"
2016-11-15,"Namikulo","Chunyu","Ruangwa","Lindi",0,8,83,2016,"ruangwa_chunyu_namikulo","ruangwa_chunyu"
2016-11-01,"Kitandi","Likunja","Ruangwa","Lindi",5,6,83,2016,"ruangwa_likunja_kitandi","ruangwa_likunja"
2015-09-10,"Kitandi","Likunja","Ruangwa","Lindi",2,0,69,2015,"ruangwa_likunja_kitandi","ruangwa_likunja"
2014-06-14,"Kitandi","Likunja","Ruangwa","Lindi",5,2,54,2014,"ruangwa_likunja_kitandi","ruangwa_likunja"
2014-06-11,"Likunja","Likunja","Ruangwa","Lindi",5,9,54,2014,"ruangwa_likunja_likunja","ruangwa_likunja"
2016-12-11,"Likunja","Likunja","Ruangwa","Lindi",0,1,84,2016,"ruangwa_likunja_likunja","ruangwa_likunja"
2015-09-19,"Likunja","Likunja","Ruangwa","Lindi",0,2,69,2015,"ruangwa_likunja_likunja","ruangwa_likunja"
2014-06-13,"Mitope","Likunja","Ruangwa","Lindi",0,5,54,2014,"ruangwa_likunja_mitope","ruangwa_likunja"
2015-09-17,"Mitope","Likunja","Ruangwa","Lindi",7,11,69,2015,"ruangwa_likunja_mitope","ruangwa_likunja"
2016-11-19,"Mitope","Likunja","Ruangwa","Lindi",3,7,83,2016,"ruangwa_likunja_mitope","ruangwa_likunja"
2015-09-02,"Mmawa","Likunja","Ruangwa","Lindi",5,5,69,2015,"ruangwa_likunja_mmawa","ruangwa_likunja"
2014-06-10,"Mmawa","Likunja","Ruangwa","Lindi",4,6,54,2014,"ruangwa_likunja_mmawa","ruangwa_likunja"
2015-09-16,"Mmawa","Likunja","Ruangwa","Lindi",2,5,69,2015,"ruangwa_likunja_mmawa","ruangwa_likunja"
2016-11-18,"Mmawa","Likunja","Ruangwa","Lindi",1,3,83,2016,"ruangwa_likunja_mmawa","ruangwa_likunja"
2016-11-13,"Mpara","Likunja","Ruangwa","Lindi",4,6,83,2016,"ruangwa_likunja_mpara","ruangwa_likunja"
2014-06-14,"Mpara","Likunja","Ruangwa","Lindi",3,3,54,2014,"ruangwa_likunja_mpara","ruangwa_likunja"
2015-09-14,"Mpara","Likunja","Ruangwa","Lindi",9,20,69,2015,"ruangwa_likunja_mpara","ruangwa_likunja"
2016-11-05,"Mtimbo Ruangwa","Likunja","Ruangwa","Lindi",4,5,83,2016,"ruangwa_likunja_mtimboruangwa","ruangwa_likunja"
2014-06-12,"Mtimbo Ruangwa","Likunja","Ruangwa","Lindi",7,17,54,2014,"ruangwa_likunja_mtimboruangwa","ruangwa_likunja"
2015-09-18,"Mtimbo Ruangwa","Likunja","Ruangwa","Lindi",10,13,69,2015,"ruangwa_likunja_mtimboruangwa","ruangwa_likunja"
2015-09-02,"Ipingo","Luchelegwa","Ruangwa","Lindi",3,10,69,2015,"ruangwa_luchelegwa_ipingo","ruangwa_luchelegwa"
2014-06-10,"Ipingo","Luchelegwa","Ruangwa","Lindi",4,2,54,2014,"ruangwa_luchelegwa_ipingo","ruangwa_luchelegwa"
2015-09-01,"Luchelegwa","Luchelegwa","Ruangwa","Lindi",6,10,69,2015,"ruangwa_luchelegwa_luchelegwa","ruangwa_luchelegwa"
2014-06-09,"Luchelegwa","Luchelegwa","Ruangwa","Lindi",3,1,54,2014,"ruangwa_luchelegwa_luchelegwa","ruangwa_luchelegwa"
2014-06-13,"Nandanga","Luchelegwa","Ruangwa","Lindi",3,13,54,2014,"ruangwa_luchelegwa_nandanga","ruangwa_luchelegwa"
2015-09-14,"Nandanga","Luchelegwa","Ruangwa","Lindi",3,11,69,2015,"ruangwa_luchelegwa_nandanga","ruangwa_luchelegwa"
2016-11-14,"Nandanga","Luchelegwa","Ruangwa","Lindi",3,13,83,2016,"ruangwa_luchelegwa_nandanga","ruangwa_luchelegwa"
2015-09-17,"Nandanga","Luchelegwa","Ruangwa","Lindi",0,0,69,2015,"ruangwa_luchelegwa_nandanga","ruangwa_luchelegwa"
2015-09-02,"Chikoko","Makanjiro","Ruangwa","Lindi",0,2,69,2015,"ruangwa_makanjiro_chikoko","ruangwa_makanjiro"
2014-06-13,"Chikoko","Makanjiro","Ruangwa","Lindi",0,3,54,2014,"ruangwa_makanjiro_chikoko","ruangwa_makanjiro"
2015-09-01,"Chilangalile","Makanjiro","Ruangwa","Lindi",2,9,69,2015,"ruangwa_makanjiro_chilangalile","ruangwa_makanjiro"
2014-06-12,"Chilangalile","Makanjiro","Ruangwa","Lindi",0,6,54,2014,"ruangwa_makanjiro_chilangalile","ruangwa_makanjiro"
2015-09-02,"Chinokole","Makanjiro","Ruangwa","Lindi",2,7,69,2015,"ruangwa_makanjiro_chinokole","ruangwa_makanjiro"
2014-06-09,"Chinokole","Makanjiro","Ruangwa","Lindi",0,3,54,2014,"ruangwa_makanjiro_chinokole","ruangwa_makanjiro"
2016-11-01,"Makanjiro","Makanjiro","Ruangwa","Lindi",0,0,83,2016,"ruangwa_makanjiro_makanjiro","ruangwa_makanjiro"
2014-06-10,"Makanjiro","Makanjiro","Ruangwa","Lindi",1,10,54,2014,"ruangwa_makanjiro_makanjiro","ruangwa_makanjiro"
2015-09-13,"Makanjiro","Makanjiro","Ruangwa","Lindi",0,7,69,2015,"ruangwa_makanjiro_makanjiro","ruangwa_makanjiro"
2015-09-01,"Mbangara","Makanjiro","Ruangwa","Lindi",0,7,69,2015,"ruangwa_makanjiro_mbangara","ruangwa_makanjiro"
2014-06-11,"Mbangara","Makanjiro","Ruangwa","Lindi",1,6,54,2014,"ruangwa_makanjiro_mbangara","ruangwa_makanjiro"
2015-10-02,"Malolo","Malolo","Ruangwa","Lindi",0,11,70,2015,"ruangwa_malolo_malolo","ruangwa_malolo"
2016-11-05,"Malolo","Malolo","Ruangwa","Lindi",5,16,83,2016,"ruangwa_malolo_malolo","ruangwa_malolo"
2014-06-15,"Malolo","Malolo","Ruangwa","Lindi",8,3,54,2014,"ruangwa_malolo_malolo","ruangwa_malolo"
2015-09-01,"Mchenga A","Malolo","Ruangwa","Lindi",7,42,69,2015,"ruangwa_malolo_mchengaa","ruangwa_malolo"
2014-06-18,"Mchenga A","Malolo","Ruangwa","Lindi",4,19,54,2014,"ruangwa_malolo_mchengaa","ruangwa_malolo"
2016-11-18,"Mchenga A","Malolo","Ruangwa","Lindi",1,17,83,2016,"ruangwa_malolo_mchengaa","ruangwa_malolo"
2015-09-17,"Mchenga B","Malolo","Ruangwa","Lindi",12,32,69,2015,"ruangwa_malolo_mchengab","ruangwa_malolo"
2016-11-17,"Mchenga B","Malolo","Ruangwa","Lindi",5,11,83,2016,"ruangwa_malolo_mchengab","ruangwa_malolo"
2014-06-18,"Mchenga B","Malolo","Ruangwa","Lindi",2,7,54,2014,"ruangwa_malolo_mchengab","ruangwa_malolo"
2015-09-17,"Mtawilile","Malolo","Ruangwa","Lindi",4,11,69,2015,"ruangwa_malolo_mtawilile","ruangwa_malolo"
2016-11-17,"Mtawilile","Malolo","Ruangwa","Lindi",4,9,83,2016,"ruangwa_malolo_mtawilile","ruangwa_malolo"
2014-06-20,"Mtawilile","Malolo","Ruangwa","Lindi",2,12,54,2014,"ruangwa_malolo_mtawilile","ruangwa_malolo"
2016-11-01,"Nangumbu A","Malolo","Ruangwa","Lindi",3,25,83,2016,"ruangwa_malolo_nangumbua","ruangwa_malolo"
2015-09-10,"Nangumbu A","Malolo","Ruangwa","Lindi",9,21,69,2015,"ruangwa_malolo_nangumbua","ruangwa_malolo"
2014-06-16,"Nangumbu A","Malolo","Ruangwa","Lindi",4,16,54,2014,"ruangwa_malolo_nangumbua","ruangwa_malolo"
2015-09-01,"Nangumbu B","Malolo","Ruangwa","Lindi",6,11,69,2015,"ruangwa_malolo_nangumbub","ruangwa_malolo"
2016-12-11,"Nangumbu B","Malolo","Ruangwa","Lindi",3,11,84,2016,"ruangwa_malolo_nangumbub","ruangwa_malolo"
2014-06-16,"Nangumbu B","Malolo","Ruangwa","Lindi",4,19,54,2014,"ruangwa_malolo_nangumbub","ruangwa_malolo"
2015-09-10,"Mandarawe","Mandarawe","Ruangwa","Lindi",8,3,69,2015,"ruangwa_mandarawe_mandarawe","ruangwa_mandarawe"
2016-10-11,"Mandarawe","Mandarawe","Ruangwa","Lindi",3,6,82,2016,"ruangwa_mandarawe_mandarawe","ruangwa_mandarawe"
2014-06-24,"Mandarawe","Mandarawe","Ruangwa","Lindi",0,0,54,2014,"ruangwa_mandarawe_mandarawe","ruangwa_mandarawe"
2016-11-01,"Nachinyimba","Mandarawe","Ruangwa","Lindi",5,6,83,2016,"ruangwa_mandarawe_nachinyimba","ruangwa_mandarawe"
2015-09-02,"Nachinyimba","Mandarawe","Ruangwa","Lindi",6,3,69,2015,"ruangwa_mandarawe_nachinyimba","ruangwa_mandarawe"
2014-06-23,"Nachinyimba","Mandarawe","Ruangwa","Lindi",2,0,54,2014,"ruangwa_mandarawe_nachinyimba","ruangwa_mandarawe"
2015-09-14,"Nandenje","Mandarawe","Ruangwa","Lindi",7,4,69,2015,"ruangwa_mandarawe_nandenje","ruangwa_mandarawe"
2014-06-22,"Nandenje","Mandarawe","Ruangwa","Lindi",2,2,54,2014,"ruangwa_mandarawe_nandenje","ruangwa_mandarawe"
2016-10-11,"Chikundi","Mandawa","Ruangwa","Lindi",2,9,82,2016,"ruangwa_mandawa_chikundi","ruangwa_mandawa"
2015-09-20,"Chikundi","Mandawa","Ruangwa","Lindi",0,0,69,2015,"ruangwa_mandawa_chikundi","ruangwa_mandawa"
2016-11-01,"Mandawa Chini","Mandawa","Ruangwa","Lindi",1,25,83,2016,"ruangwa_mandawa_mandawachini","ruangwa_mandawa"
2014-06-10,"Mandawa Chini","Mandawa","Ruangwa","Lindi",7,2,54,2014,"ruangwa_mandawa_mandawachini","ruangwa_mandawa"
2015-09-18,"Mandawa Chini","Mandawa","Ruangwa","Lindi",3,1,69,2015,"ruangwa_mandawa_mandawachini","ruangwa_mandawa"
2016-12-11,"Mchichili","Mandawa","Ruangwa","Lindi",5,6,84,2016,"ruangwa_mandawa_mchichili","ruangwa_mandawa"
2014-06-12,"Mchichili","Mandawa","Ruangwa","Lindi",2,1,54,2014,"ruangwa_mandawa_mchichili","ruangwa_mandawa"
2015-09-18,"Mchichili","Mandawa","Ruangwa","Lindi",1,3,69,2015,"ruangwa_mandawa_mchichili","ruangwa_mandawa"
2014-06-12,"Nahanga","Mandawa","Ruangwa","Lindi",3,1,54,2014,"ruangwa_mandawa_nahanga","ruangwa_mandawa"
2016-11-13,"Nahanga","Mandawa","Ruangwa","Lindi",3,16,83,2016,"ruangwa_mandawa_nahanga","ruangwa_mandawa"
2016-10-11,"Matambarale","Matambarale","Ruangwa","Lindi",3,13,82,2016,"ruangwa_matambarale_matambarale","ruangwa_matambarale"
2015-09-18,"Matambarale","Matambarale","Ruangwa","Lindi",2,8,69,2015,"ruangwa_matambarale_matambarale","ruangwa_matambarale"
2014-06-15,"Matambarale Kaskazini","Matambarale","Ruangwa","Lindi",4,9,54,2014,"ruangwa_matambarale_matambaralekaskazini","ruangwa_matambarale"
2015-09-17,"Matambarale Kaskazini","Matambarale","Ruangwa","Lindi",7,7,69,2015,"ruangwa_matambarale_matambaralekaskazini","ruangwa_matambarale"
2016-11-01,"Namkatila","Matambarale","Ruangwa","Lindi",4,22,83,2016,"ruangwa_matambarale_namkatila","ruangwa_matambarale"
2015-09-10,"Namkatila","Matambarale","Ruangwa","Lindi",11,29,69,2015,"ruangwa_matambarale_namkatila","ruangwa_matambarale"
2014-06-12,"Namkatila","Matambarale","Ruangwa","Lindi",4,8,54,2014,"ruangwa_matambarale_namkatila","ruangwa_matambarale"
2015-09-01,"Nandandara","Matambarale","Ruangwa","Lindi",13,30,69,2015,"ruangwa_matambarale_nandandara","ruangwa_matambarale"
2014-06-11,"Nandandara","Matambarale","Ruangwa","Lindi",9,10,54,2014,"ruangwa_matambarale_nandandara","ruangwa_matambarale"
2016-11-14,"Nandandara","Matambarale","Ruangwa","Lindi",4,15,83,2016,"ruangwa_matambarale_nandandara","ruangwa_matambarale"
2014-06-09,"Chingumbwa","Mbekenyera","Ruangwa","Lindi",8,2,54,2014,"ruangwa_mbekenyera_chingumbwa","ruangwa_mbekenyera"
2015-09-10,"Chingumbwa","Mbekenyera","Ruangwa","Lindi",5,21,69,2015,"ruangwa_mbekenyera_chingumbwa","ruangwa_mbekenyera"
2016-11-13,"Chingumbwa","Mbekenyera","Ruangwa","Lindi",8,17,83,2016,"ruangwa_mbekenyera_chingumbwa","ruangwa_mbekenyera"
2016-11-01,"Mbekenyera","Mbekenyera","Ruangwa","Lindi",7,15,83,2016,"ruangwa_mbekenyera_mbekenyera","ruangwa_mbekenyera"
2015-09-02,"Mbekenyera","Mbekenyera","Ruangwa","Lindi",6,18,69,2015,"ruangwa_mbekenyera_mbekenyera","ruangwa_mbekenyera"
2014-06-13,"Mbekenyera","Mbekenyera","Ruangwa","Lindi",10,30,54,2014,"ruangwa_mbekenyera_mbekenyera","ruangwa_mbekenyera"
2014-06-09,"Mkutingome","Mbekenyera","Ruangwa","Lindi",1,4,54,2014,"ruangwa_mbekenyera_mkutingome","ruangwa_mbekenyera"
2015-09-10,"Mkutingome","Mbekenyera","Ruangwa","Lindi",10,24,69,2015,"ruangwa_mbekenyera_mkutingome","ruangwa_mbekenyera"
2016-11-13,"Mkutingome","Mbekenyera","Ruangwa","Lindi",5,3,83,2016,"ruangwa_mbekenyera_mkutingome","ruangwa_mbekenyera"
2016-12-11,"Namilema","Mbekenyera","Ruangwa","Lindi",7,13,84,2016,"ruangwa_mbekenyera_namilema","ruangwa_mbekenyera"
2014-06-14,"Namilema","Mbekenyera","Ruangwa","Lindi",9,12,54,2014,"ruangwa_mbekenyera_namilema","ruangwa_mbekenyera"
2015-09-16,"Namilema","Mbekenyera","Ruangwa","Lindi",7,13,69,2015,"ruangwa_mbekenyera_namilema","ruangwa_mbekenyera"
2016-11-01,"Naunambe","Mbekenyera","Ruangwa","Lindi",2,11,83,2016,"ruangwa_mbekenyera_naunambe","ruangwa_mbekenyera"
2014-06-12,"Naunambe","Mbekenyera","Ruangwa","Lindi",3,8,54,2014,"ruangwa_mbekenyera_naunambe","ruangwa_mbekenyera"
2015-09-13,"Naunambe","Mbekenyera","Ruangwa","Lindi",9,16,69,2015,"ruangwa_mbekenyera_naunambe","ruangwa_mbekenyera"
2015-09-01,"Chimbila A","Mnacho","Ruangwa","Lindi",5,14,69,2015,"ruangwa_mnacho_chimbilaa","ruangwa_mnacho"
2016-11-05,"Chimbila A","Mnacho","Ruangwa","Lindi",2,3,83,2016,"ruangwa_mnacho_chimbilaa","ruangwa_mnacho"
2014-06-20,"Chimbila A","Mnacho","Ruangwa","Lindi",3,10,54,2014,"ruangwa_mnacho_chimbilaa","ruangwa_mnacho"
2015-09-10,"Chimbila B","Mnacho","Ruangwa","Lindi",2,12,69,2015,"ruangwa_mnacho_chimbilab","ruangwa_mnacho"
2016-11-14,"Chimbila B","Mnacho","Ruangwa","Lindi",3,5,83,2016,"ruangwa_mnacho_chimbilab","ruangwa_mnacho"
2014-06-19,"Chimbila B","Mnacho","Ruangwa","Lindi",1,3,54,2014,"ruangwa_mnacho_chimbilab","ruangwa_mnacho"
2015-09-02,"Manokwe","Mnacho","Ruangwa","Lindi",0,9,69,2015,"ruangwa_mnacho_manokwe","ruangwa_mnacho"
2016-11-16,"Manokwe","Mnacho","Ruangwa","Lindi",3,5,83,2016,"ruangwa_mnacho_manokwe","ruangwa_mnacho"
2014-06-21,"Manokwe","Mnacho","Ruangwa","Lindi",0,1,54,2014,"ruangwa_mnacho_manokwe","ruangwa_mnacho"
2016-12-11,"Ng'au","Mnacho","Ruangwa","Lindi",3,8,84,2016,"ruangwa_mnacho_ngau","ruangwa_mnacho"
2015-09-14,"Ng'au","Mnacho","Ruangwa","Lindi",4,20,69,2015,"ruangwa_mnacho_ngau","ruangwa_mnacho"
2014-06-16,"Ng'au","Mnacho","Ruangwa","Lindi",3,16,54,2014,"ruangwa_mnacho_ngau","ruangwa_mnacho"
2015-09-01,"Dodoma","Nachingwea","Ruangwa","Lindi",0,0,69,2015,"ruangwa_nachingwea_dodoma","ruangwa_nachingwea"
2014-06-11,"Dodoma","Nachingwea","Ruangwa","Lindi",2,10,54,2014,"ruangwa_nachingwea_dodoma","ruangwa_nachingwea"
2014-06-09,"Kilimahewa","Nachingwea","Ruangwa","Lindi",5,3,54,2014,"ruangwa_nachingwea_kilimahewa","ruangwa_nachingwea"
2015-09-13,"Kilimahewa","Nachingwea","Ruangwa","Lindi",4,1,69,2015,"ruangwa_nachingwea_kilimahewa","ruangwa_nachingwea"
2015-09-02,"Nachingwea","Nachingwea","Ruangwa","Lindi",4,2,69,2015,"ruangwa_nachingwea_nachingwea","ruangwa_nachingwea"
2014-06-10,"Nachingwea","Nachingwea","Ruangwa","Lindi",0,8,54,2014,"ruangwa_nachingwea_nachingwea","ruangwa_nachingwea"
2016-11-01,"Mkaranga","Nambilanje","Ruangwa","Lindi",2,9,83,2016,"ruangwa_nambilanje_mkaranga","ruangwa_nambilanje"
2015-09-17,"Mkaranga","Nambilanje","Ruangwa","Lindi",2,0,69,2015,"ruangwa_nambilanje_mkaranga","ruangwa_nambilanje"
2015-09-16,"Mtondo","Nambilanje","Ruangwa","Lindi",1,1,69,2015,"ruangwa_nambilanje_mtondo","ruangwa_nambilanje"
2016-11-17,"Mtondo","Nambilanje","Ruangwa","Lindi",5,25,83,2016,"ruangwa_nambilanje_mtondo","ruangwa_nambilanje"
2016-10-11,"Nambilanje","Nambilanje","Ruangwa","Lindi",20,38,82,2016,"ruangwa_nambilanje_nambilanje","ruangwa_nambilanje"
2014-06-15,"Nambilanje","Nambilanje","Ruangwa","Lindi",3,2,54,2014,"ruangwa_nambilanje_nambilanje","ruangwa_nambilanje"
2015-09-21,"Nambilanje","Nambilanje","Ruangwa","Lindi",1,3,69,2015,"ruangwa_nambilanje_nambilanje","ruangwa_nambilanje"
2016-11-13,"Nanjaru","Nambilanje","Ruangwa","Lindi",2,4,83,2016,"ruangwa_nambilanje_nanjaru","ruangwa_nambilanje"
2015-09-22,"Nanjaru","Nambilanje","Ruangwa","Lindi",4,0,69,2015,"ruangwa_nambilanje_nanjaru","ruangwa_nambilanje"
2015-09-17,"Namichiga B","Namichiga","Ruangwa","Lindi",0,9,69,2015,"ruangwa_namichiga_namichigab","ruangwa_namichiga"
2016-11-13,"Namichinga A","Namichiga","Ruangwa","Lindi",0,0,83,2016,"ruangwa_namichiga_namichingaa","ruangwa_namichiga"
2015-09-15,"Namichinga A","Namichiga","Ruangwa","Lindi",3,7,69,2015,"ruangwa_namichiga_namichingaa","ruangwa_namichiga"
2016-11-05,"Namkonjera","Namichiga","Ruangwa","Lindi",0,0,83,2016,"ruangwa_namichiga_namkonjera","ruangwa_namichiga"
2015-09-16,"Namkonjera","Namichiga","Ruangwa","Lindi",0,4,69,2015,"ruangwa_namichiga_namkonjera","ruangwa_namichiga"
2014-06-10,"Mmawa","Nandagala","Ruangwa","Lindi",1,4,54,2014,"ruangwa_nandagala_mmawa","ruangwa_nandagala"
2016-11-13,"Mmawa","Nandagala","Ruangwa","Lindi",0,0,83,2016,"ruangwa_nandagala_mmawa","ruangwa_nandagala"
2014-06-11,"Namahema A","Nandagala","Ruangwa","Lindi",4,7,54,2014,"ruangwa_nandagala_namahemaa","ruangwa_nandagala"
2015-09-15,"Namahema A","Nandagala","Ruangwa","Lindi",2,0,69,2015,"ruangwa_nandagala_namahemaa","ruangwa_nandagala"
2014-06-07,"Namahema B","Nandagala","Ruangwa","Lindi",3,5,54,2014,"ruangwa_nandagala_namahemab","ruangwa_nandagala"
2016-12-11,"Namahema B","Nandagala","Ruangwa","Lindi",3,0,84,2016,"ruangwa_nandagala_namahemab","ruangwa_nandagala"
2015-09-15,"Namahema B","Nandagala","Ruangwa","Lindi",0,0,69,2015,"ruangwa_nandagala_namahemab","ruangwa_nandagala"
2016-11-01,"Nandagala A","Nandagala","Ruangwa","Lindi",5,8,83,2016,"ruangwa_nandagala_nandagalaa","ruangwa_nandagala"
2014-06-11,"Nandagala A","Nandagala","Ruangwa","Lindi",5,15,54,2014,"ruangwa_nandagala_nandagalaa","ruangwa_nandagala"
2015-09-14,"Nandagala A","Nandagala","Ruangwa","Lindi",5,23,69,2015,"ruangwa_nandagala_nandagalaa","ruangwa_nandagala"
2016-11-01,"Nandagala B","Nandagala","Ruangwa","Lindi",3,10,83,2016,"ruangwa_nandagala_nandagalab","ruangwa_nandagala"
2014-06-12,"Nandagala B","Nandagala","Ruangwa","Lindi",1,7,54,2014,"ruangwa_nandagala_nandagalab","ruangwa_nandagala"
2015-09-14,"Nandagala B","Nandagala","Ruangwa","Lindi",2,10,69,2015,"ruangwa_nandagala_nandagalab","ruangwa_nandagala"
2016-10-11,"Mbecha","Nanganga","Ruangwa","Lindi",1,3,82,2016,"ruangwa_nanganga_mbecha","ruangwa_nanganga"
2014-06-18,"Mbecha","Nanganga","Ruangwa","Lindi",4,9,54,2014,"ruangwa_nanganga_mbecha","ruangwa_nanganga"
2015-09-26,"Mbecha","Nanganga","Ruangwa","Lindi",3,7,69,2015,"ruangwa_nanganga_mbecha","ruangwa_nanganga"
2016-10-11,"Mchenganyumba","Nanganga","Ruangwa","Lindi",0,7,82,2016,"ruangwa_nanganga_mchenganyumba","ruangwa_nanganga"
2014-06-18,"Mchenganyumba","Nanganga","Ruangwa","Lindi",3,4,54,2014,"ruangwa_nanganga_mchenganyumba","ruangwa_nanganga"
2015-09-26,"Mchenganyumba","Nanganga","Ruangwa","Lindi",2,5,69,2015,"ruangwa_nanganga_mchenganyumba","ruangwa_nanganga"
2016-12-11,"Mtakuja","Nanganga","Ruangwa","Lindi",1,12,84,2016,"ruangwa_nanganga_mtakuja","ruangwa_nanganga"
2014-06-21,"Mtakuja","Nanganga","Ruangwa","Lindi",2,18,54,2014,"ruangwa_nanganga_mtakuja","ruangwa_nanganga"
2015-09-27,"Mtakuja","Nanganga","Ruangwa","Lindi",5,10,69,2015,"ruangwa_nanganga_mtakuja","ruangwa_nanganga"
2016-11-01,"Nanganga","Nanganga","Ruangwa","Lindi",0,12,83,2016,"ruangwa_nanganga_nanganga","ruangwa_nanganga"
2014-06-20,"Nanganga","Nanganga","Ruangwa","Lindi",2,22,54,2014,"ruangwa_nanganga_nanganga","ruangwa_nanganga"
2015-09-28,"Nanganga","Nanganga","Ruangwa","Lindi",7,14,69,2015,"ruangwa_nanganga_nanganga","ruangwa_nanganga"
2014-06-10,"Chikwale","Narung'ombe","Ruangwa","Lindi",5,7,54,2014,"ruangwa_narungombe_chikwale","ruangwa_narungombe"
2016-11-13,"Chikwale","Narung'ombe","Ruangwa","Lindi",3,5,83,2016,"ruangwa_narungombe_chikwale","ruangwa_narungombe"
2015-09-14,"Chikwale","Narung'ombe","Ruangwa","Lindi",1,1,69,2015,"ruangwa_narungombe_chikwale","ruangwa_narungombe"
2015-09-02,"Liuguru","Narung'ombe","Ruangwa","Lindi",0,0,69,2015,"ruangwa_narungombe_liuguru","ruangwa_narungombe"
2014-06-09,"Liuguru","Narung'ombe","Ruangwa","Lindi",2,3,54,2014,"ruangwa_narungombe_liuguru","ruangwa_narungombe"
2016-11-13,"Liuguru","Narung'ombe","Ruangwa","Lindi",1,5,83,2016,"ruangwa_narungombe_liuguru","ruangwa_narungombe"
2015-09-02,"Machang'anja","Narung'ombe","Ruangwa","Lindi",1,1,69,2015,"ruangwa_narungombe_machanganja","ruangwa_narungombe"
2016-12-11,"Machang'anja","Narung'ombe","Ruangwa","Lindi",3,14,84,2016,"ruangwa_narungombe_machanganja","ruangwa_narungombe"
2014-06-12,"Machang'anja","Narung'ombe","Ruangwa","Lindi",1,0,54,2014,"ruangwa_narungombe_machanganja","ruangwa_narungombe"
2014-07-01,"Nangurugai","Narung'ombe","Ruangwa","Lindi",1,2,55,2014,"ruangwa_narungombe_nangurugai","ruangwa_narungombe"
2016-11-14,"Nangurugai","Narung'ombe","Ruangwa","Lindi",4,8,83,2016,"ruangwa_narungombe_nangurugai","ruangwa_narungombe"
2015-09-15,"Nangurugai","Narung'ombe","Ruangwa","Lindi",3,3,69,2015,"ruangwa_narungombe_nangurugai","ruangwa_narungombe"
2015-09-01,"Narungombe","Narung'ombe","Ruangwa","Lindi",0,4,69,2015,"ruangwa_narungombe_narungombe","ruangwa_narungombe"
2016-10-11,"Narungombe","Narung'ombe","Ruangwa","Lindi",7,11,82,2016,"ruangwa_narungombe_narungombe","ruangwa_narungombe"
2014-06-13,"Narungombe","Narung'ombe","Ruangwa","Lindi",5,9,54,2014,"ruangwa_narungombe_narungombe","ruangwa_narungombe"
2015-10-01,"Kipindimbi","Nkowe","Ruangwa","Lindi",2,14,70,2015,"ruangwa_nkowe_kipindimbi","ruangwa_nkowe"
2014-06-16,"Kipindimbi","Nkowe","Ruangwa","Lindi",5,1,54,2014,"ruangwa_nkowe_kipindimbi","ruangwa_nkowe"
2016-11-18,"Kipindimbi","Nkowe","Ruangwa","Lindi",4,6,83,2016,"ruangwa_nkowe_kipindimbi","ruangwa_nkowe"
2014-06-14,"Mpumbe","Nkowe","Ruangwa","Lindi",0,3,54,2014,"ruangwa_nkowe_mpumbe","ruangwa_nkowe"
