"Date","Study.Area","Region","District","Ward","Village.2002","Village","Location.Source","Kitongoji","Latitude","Longitude","UTM.Easting","UTM.Northing","District.1","Village.1","Biter.ID","ID","Uncertainty","Species","Other.species","Owner","Suspect","Vaccination","Date.bitten.known","Date.bitten","Date.bitten.uncertainty","Known.bites","Symptoms.started.known","Symptoms.started","Symptoms.started.accuracy","Date_proxy","Year","month_n"
"13-Jul-2016","STz","Mtwara","Newala","Mtunguru",NA,NA,"Manually Entered","Sokoni",NA,NA,NA,NA,"Newala",NA,0,195,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2011-08-04","+/- 7 days","2011-08-04",2011,8
"13-Jul-2016","STz","Mtwara","Newala","Mkwedu",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Newala",NA,0,196,"","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2014-01-05","+/- 7 days","2014-01-05",2014,37
"04-Aug-2017","STz","Mtwara","Newala","Mnyambe",NA,NA,"GPS Receiver","Ruchema",NA,NA,NA,NA,"Newala",NA,0,205,"","Domestic dog",NA,"Known","Yes","Not vaccinated","false",NA,"",NA,"true","2012-02-05","+/- 7 days","2012-02-05",2012,14
"13-Jul-2016","STz","Mtwara","Newala","Luchindu",NA,NA,"GPS Receiver","Chiwembi",NA,NA,NA,NA,"Newala",NA,0,201,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2011-07-13","+/- 7 days","2011-07-13",2011,7
"13-Jul-2016","STz","Mtwara","Newala","Mnyambe",NA,NA,"GPS Receiver","Mtama",NA,NA,NA,NA,"Newala",NA,0,206,"","Domestic dog",NA,"Known","Yes","Not vaccinated","false",NA,"",NA,"true","2011-08-15","+/- 7 days","2011-08-15",2011,8
"13-Jul-2016","STz","Mtwara","Newala","Mnyambe",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Newala",NA,0,207,"","Domestic dog",NA,"Known","Yes","Not vaccinated","false",NA,"",NA,"true","2015-04-20","+/- 7 days","2015-04-20",2015,52
"10-Sep-2016","STz","Mtwara","Newala","Mnyambe",NA,NA,"GPS Receiver","Madukani",NA,NA,NA,NA,"Newala",NA,0,208,"","Domestic dog",NA,"Known","Yes","Not vaccinated","false",NA,"",NA,"true","2014-10-15","+/- 7 days","2014-10-15",2014,46
"10-Sep-2016","STz","Mtwara","Newala","Mnyambe",NA,NA,"GPS Receiver","Msokani",NA,NA,NA,NA,"Newala",NA,0,209,"on the farm","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2011-05-05","+/- 7 days","2011-05-05",2011,5
"13-Jul-2016","STz","Mtwara","Newala","Mnyambe",NA,NA,"GPS Receiver","Chilimba",NA,NA,NA,NA,"Newala",NA,0,210,"at home","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-04-22","+/- 7 days","2011-04-22",2011,4
"13-Jul-2016","STz","Mtwara","Newala","Nakahako",NA,NA,"GPS Receiver","Pachanne",NA,NA,NA,NA,"Newala",NA,0,211,"far away","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2011-05-19","+/- 7 days","2011-05-19",2011,5
"13-Jul-2016","STz","Mtwara","Tandahimba","Chaume",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Newala",NA,0,212,"at home","Wildlife: Honey badger",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2014-11-15","+/- 7 days","2014-11-15",2014,47
"13-Jul-2016","STz","Mtwara","Newala","Mtopwa",NA,NA,"GPS Receiver","Mihogoni",NA,NA,NA,NA,"Newala",NA,0,213,"at home","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2011-08-01","+/- 7 days","2011-08-01",2011,8
"13-Jul-2016","STz","Mtwara","Newala","Mkunya",NA,NA,"GPS Receiver","Minazini",NA,NA,NA,NA,"Newala",NA,0,216,"on the farm","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2014-05-15","+/- 28 days","2014-05-15",2014,41
"13-Jul-2016","STz","Mtwara","Newala","Makote",NA,NA,"GPS Receiver","Mtua",NA,NA,NA,NA,"Newala",NA,0,215,"at home","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2012-05-19","+/- 7 days","2012-05-19",2012,17
"13-Jul-2016","STz","Mtwara","Newala","Mtonya",NA,NA,"GPS Receiver","Kisiwani",NA,NA,NA,NA,"Newala",NA,0,217,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2014-08-30","+/- 7 days","2014-08-30",2014,44
"13-Jul-2016","STz","Mtwara","Newala","Mtonya",NA,NA,"GPS Receiver","Godauni",NA,NA,NA,NA,"Newala",NA,0,218,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-09-26","+/- 7 days","2011-09-26",2011,9
"13-Jul-2016","STz","Mtwara","Newala","Mkunya",NA,NA,"GPS Receiver","Idara ya maji",NA,NA,NA,NA,"Newala",NA,0,220,"nearby","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2014-04-15","+/- 7 days","2014-04-15",2014,40
"13-Jul-2016","STz","Mtwara","Newala","Nanguruwe",NA,NA,"GPS Receiver","Msikitini",NA,NA,NA,NA,"Newala",NA,0,219,"at home","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-08-10","+/- 7 days","2011-08-10",2011,8
"13-Jul-2016","STz","Mtwara","Newala","Mcholi I",NA,NA,"GPS Receiver","Chunjila Juu",NA,NA,NA,NA,"Newala",NA,0,222,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-04-08","+/- 7 days","2011-04-08",2011,4
"13-Jul-2016","STz","Mtwara","Newala","Chitekete",NA,NA,"GPS Receiver","Misufini",NA,NA,NA,NA,"Newala",NA,0,226,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2016-02-26","+/- 7 days","2016-02-26",2016,62
"13-Jul-2016","STz","Mtwara","Newala","Chitekete",NA,NA,"GPS Receiver","Misufini",NA,NA,NA,NA,"Newala",NA,0,227,"at home","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2011-06-17","+/- 7 days","2011-06-17",2011,6
"13-Jul-2016","STz","Mtwara","Newala","Luchindu",NA,NA,"GPS Receiver","Majengo",NA,NA,NA,NA,"Newala",NA,0,228,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-03-06","+/- 7 days","2011-03-06",2011,3
"13-Jul-2016","STz","Mtwara","Nanyumbu","Nanyumbu",NA,NA,"GPS Receiver","Galani",NA,NA,NA,NA,"Nanyumbu",NA,0,233,"nearby","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2013-12-11","+/- 7 days","2013-12-11",2013,36
"13-Jul-2016","STz","Mtwara","Nanyumbu","Chipuputa",NA,NA,"GPS Receiver","Tabora",NA,NA,NA,NA,"Nanyumbu",NA,0,237,"at home","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2011-06-29","+/- 7 days","2011-06-29",2011,6
"13-Jul-2016","STz","Mtwara","Nanyumbu","Chipuputa",NA,NA,"GPS Receiver","Iringa",NA,NA,NA,NA,"Nanyumbu",NA,0,236,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2016-04-15","+/- 7 days","2016-04-15",2016,64
"13-Jul-2016","STz","Mtwara","Nanyumbu","Mkonona",NA,NA,"GPS Receiver","Kilimanihewa",NA,NA,NA,NA,"Nanyumbu",NA,0,234,"at home","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2016-03-15","+/- 7 days","2016-03-15",2016,63
"07-Aug-2017","STz","Mtwara","Nanyumbu","Lumesule",NA,NA,"GPS Receiver","Migombani",NA,NA,NA,NA,"Nanyumbu",NA,0,238,"at home","Wildlife: Leopard",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-10-26","+/- 7 days","2011-10-26",2011,10
"07-Aug-2017","STz","Mtwara","Nanyumbu","Lumesule",NA,NA,"GPS Receiver","Makondeko",NA,NA,NA,NA,"Nanyumbu",NA,0,242,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-03-15","+/- 7 days","2011-03-15",2011,3
"13-Jul-2016","STz","Mtwara","Nanyumbu","Likokona",NA,NA,"GPS Receiver","Mzalendo",NA,NA,NA,NA,"Nanyumbu",NA,0,250,"at home","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-02-15","+/- 7 days","2011-02-15",2011,2
"13-Jul-2016","STz","Mtwara","Nanyumbu","Chipuputa",NA,NA,"GPS Receiver","Matiu",NA,NA,NA,NA,"Nanyumbu",NA,0,255,"nearby","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2016-05-06","+/- 7 days","2016-05-06",2016,65
"07-Aug-2017","STz","Mtwara","Nanyumbu","Chipuputa",NA,NA,"GPS Receiver","Elimu",NA,NA,NA,NA,"Nanyumbu",NA,0,256,"nearby","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-12-21","+/- 7 days","2011-12-21",2011,12
"13-Jul-2016","STz","Mtwara","Nanyumbu","Mangaka",NA,NA,"GPS Receiver","Mzalendo",NA,NA,NA,NA,"Nanyumbu",NA,0,259,"","Cat",NA,"Known","Yes","Vaccinated","false",NA,"",NA,"true","2012-07-06","+/- 7 days","2012-07-06",2012,19
"13-Jul-2016","STz","Mtwara","Nanyumbu","Mangaka",NA,NA,"GPS Receiver","Msikitini",NA,NA,NA,NA,"Nanyumbu",NA,0,262,"at home","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-04-30","+/- 7 days","2011-04-30",2011,4
"13-Jul-2016","STz","Mtwara","Nanyumbu","Chipuputa",NA,NA,"GPS Receiver","Kambarage",NA,NA,NA,NA,"Nanyumbu",NA,0,261,"","Domestic dog",NA,"Known","Yes","Unknown","false",NA,"",NA,"true","2011-09-24","+/- 7 days","2011-09-24",2011,9
"13-Jul-2016","STz","Mtwara","Nanyumbu","Nandete",NA,NA,"GPS Receiver","Elimu",NA,NA,NA,NA,"Nanyumbu",NA,0,263,"","Domestic dog",NA,"Known","Yes","Not vaccinated","false",NA,"",NA,"true","2011-08-25","+/- 7 days","2011-08-25",2011,8
"13-Jul-2016","STz","Mtwara","Nanyumbu","Mikangaula",NA,NA,"GPS Receiver","Galani",NA,NA,NA,NA,"Nanyumbu",NA,0,267,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2014-04-22","+/- 7 days","2014-04-22",2014,40
"13-Jul-2016","STz","Mtwara","Nanyumbu","Nangomba",NA,NA,"GPS Receiver","Nangomba",NA,NA,NA,NA,"Nanyumbu",NA,0,272,"","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2014-03-13","+/- 7 days","2014-03-13",2014,39
"07-Aug-2017","STz","Mtwara","Nanyumbu","Sengenya",NA,NA,"Manually Entered","Amani",NA,NA,NA,NA,"Nanyumbu",NA,0,281,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2014-02-15","+/- 7 days","2014-02-15",2014,38
"14-Jul-2016","STz","Mtwara","Masasi","Nanganga",NA,NA,"GPS Receiver","Chipurura",NA,NA,NA,NA,"Masasi",NA,0,284,"at home","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2013-06-15","+/- 7 days","2013-06-15",2013,30
"07-Aug-2017","STz","Mtwara","Masasi","Nanganga",NA,NA,"GPS Receiver","Lutamba",NA,NA,NA,NA,"Masasi",NA,0,286,"nearby","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-03-15","+/- 7 days","2011-03-15",2011,3
"07-Aug-2017","STz","Mtwara","Masasi","Mtandi",NA,NA,"Manually Entered","Malambo Juu",NA,NA,NA,NA,"Masasi Urban",NA,0,300,"at home","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2011-11-15","+/- 7 days","2011-11-15",2011,11
"07-Aug-2017","STz","Mtwara","Masasi","Mtandi",NA,NA,"Manually Entered","Minazini",NA,NA,NA,NA,"Masasi Urban",NA,0,298,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-11-08","+/- 7 days","2011-11-08",2011,11
"07-Aug-2017","STz","Mtwara","Masasi","Mtandi",NA,NA,"Inherited From Parent","Mtandi",NA,NA,NA,NA,"Masasi Urban",NA,0,297,"","Domestic dog",NA,"Known","Yes","Not vaccinated","false",NA,"",NA,"true","2012-02-08","+/- 7 days","2012-02-08",2012,14
"10-Sep-2016","STz","Mtwara","Masasi","Matawale",NA,NA,"GPS Receiver","Kilimani",NA,NA,NA,NA,"Masasi Urban",NA,0,304,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2014-03-25","+/- 7 days","2014-03-25",2014,39
"07-Aug-2017","STz","Mtwara","Masasi","Matawale",NA,NA,"GPS Receiver","Elimu",NA,NA,NA,NA,"Masasi Urban",NA,0,305,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2011-12-14","+/- 7 days","2011-12-14",2011,12
"10-Sep-2016","STz","Mtwara","Masasi","Sululu",NA,NA,"Manually Entered","Shuleni",NA,NA,NA,NA,"Masasi Urban",NA,0,308,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2011-07-11","+/- 7 days","2011-07-11",2011,7
"10-Sep-2016","STz","Mtwara","Masasi","Namajani",NA,NA,"Manually Entered","Majengo",NA,NA,NA,NA,"Masasi",NA,0,309,"nearby","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-02-15","+/- 7 days","2011-02-15",2011,2
"10-Sep-2016","STz","Mtwara","Masasi","Mlingula",NA,NA,"Inherited From Parent","Mnazi Mmoja",NA,NA,NA,NA,"Masasi",NA,0,311,"","Domestic dog",NA,"Known","Yes","Not vaccinated","false",NA,"",NA,"true","2011-03-15","+/- 7 days","2011-03-15",2011,3
"10-Sep-2016","STz","Mtwara","Masasi","Namatutwe",NA,NA,"GPS Receiver","Kibaoni",NA,NA,NA,NA,"Masasi",NA,0,314,"at home","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2012-03-16","+/- 7 days","2012-03-16",2012,15
"10-Sep-2016","STz","Mtwara","Masasi","Mlingula",NA,NA,"GPS Receiver","Chikoweti",NA,NA,NA,NA,"Masasi",NA,0,312,"on the farm","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2011-12-15","+/- 7 days","2011-12-15",2011,12
"10-Sep-2016","STz","Mtwara","Masasi","Namatutwe",NA,NA,"GPS Receiver","Mkwajuni",NA,NA,NA,NA,"Masasi",NA,0,313,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-05-04","+/- 7 days","2011-05-04",2011,5
"10-Sep-2016","STz","Mtwara","Masasi","Lukuledi",NA,NA,"Manually Entered","Warioba",NA,NA,NA,NA,"Masasi",NA,0,321,"at home","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2012-06-15","+/- 7 days","2012-06-15",2012,18
"10-Sep-2016","STz","Mtwara","Masasi","Lukuledi",NA,NA,"Manually Entered","Warioba",NA,NA,NA,NA,"Masasi",NA,0,320,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2012-02-15","+/- 7 days","2012-02-15",2012,14
"07-Aug-2017","STz","Mtwara","Masasi","Lukuledi",NA,NA,"Manually Entered","Madukani",NA,NA,NA,NA,"Masasi",NA,0,317,"","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2012-11-15","+/- 7 days","2012-11-15",2012,23
"07-Aug-2017","STz","Mtwara","Masasi","Lukuledi",NA,NA,"Inherited From Parent","Madukani",NA,NA,NA,NA,"Masasi",NA,317,318,"","Domestic dog",NA,"Known","Yes","Not vaccinated","true","2012-11-15","+/- 14 days",NA,"true","2012-12-15","+/- 7 days","2012-11-15",2012,23
"07-Aug-2017","STz","Mtwara","Masasi","Lukuledi",NA,NA,"Inherited From Parent","Madukani",NA,NA,NA,NA,"Masasi",NA,317,319,"","Domestic dog",NA,"Known","Yes","Not vaccinated","true","2012-11-15","+/- 14 days",NA,"true","2012-12-28","+/- 7 days","2012-11-15",2012,23
"07-Aug-2017","STz","Mtwara","Masasi","Mpanyani",NA,NA,"Manually Entered","Juhudi",NA,NA,NA,NA,"Masasi",NA,0,316,"on the farm","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2012-05-29","+/- 7 days","2012-05-29",2012,17
"07-Aug-2017","STz","Mtwara","Masasi","Chiwale",NA,NA,"Manually Entered","Matatizo",NA,NA,NA,NA,"Masasi",NA,0,315,"","Domestic dog",NA,"Known","Yes","Not vaccinated","false",NA,"",NA,"true","2011-10-11","+/- 7 days","2011-10-11",2011,10
"10-Sep-2016","STz","Mtwara","Masasi","Mchauru",NA,NA,"Manually Entered","Samora",NA,NA,NA,NA,"Masasi",NA,0,325,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2012-08-07","+/- 7 days","2012-08-07",2012,20
"10-Sep-2016","STz","Mtwara","Masasi","Sindano",NA,NA,"Manually Entered","Mkombozi",NA,NA,NA,NA,"Masasi",NA,0,327,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2014-04-27","+/- 7 days","2014-04-27",2014,40
"26-Sep-2016","STz","Mtwara","Masasi","Mkuti",NA,NA,"Inherited From Parent","Madeko",NA,NA,NA,NA,"Masasi Urban",NA,337,338,"","Domestic dog",NA,"Known","Yes","Not vaccinated","true","2012-07-30","+/- 28 days",NA,"true","2012-08-07","+/- 7 days","2012-07-30",2012,19
"26-Sep-2016","STz","Mtwara","Masasi","Mkuti",NA,NA,"Inherited From Parent","Madeko",NA,NA,NA,NA,"Masasi Urban",NA,338,339,"","Domestic dog",NA,"Known","Yes","Not vaccinated","true","2012-08-07","+/- 7 days",NA,"true","2012-11-06","+/- 28 days","2012-08-07",2012,20
"10-Sep-2016","STz","Mtwara","Masasi","Mkuti",NA,NA,"Inherited From Parent","Madeko",NA,NA,NA,NA,"Masasi Urban",NA,338,340,"","Domestic dog",NA,"Known","Yes","Not vaccinated","true","2012-08-07","+/- 7 days",NA,"true","2012-11-15","+/- 28 days","2012-08-07",2012,20
"10-Sep-2016","STz","Mtwara","Masasi","Mpindimbi",NA,NA,"Manually Entered","Maili sita",NA,NA,NA,NA,"Masasi Urban",NA,0,296,"","Domestic dog",NA,"Known","Yes","Vaccinated","false",NA,"",NA,"true","2012-10-30","+/- 7 days","2012-10-30",2012,22
"10-Sep-2016","STz","Mtwara","Masasi","Mpindimbi",NA,NA,"Manually Entered","Chanikanguo",NA,NA,NA,NA,"Masasi Urban",NA,0,295,"far away","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2013-08-21","+/- 7 days","2013-08-21",2013,32
"10-Sep-2016","STz","Mtwara","Masasi","Mpindimbi",NA,NA,"Manually Entered","Majengo",NA,NA,NA,NA,"Masasi Urban",NA,0,293,"","Domestic dog",NA,"Known","Yes","Vaccinated","false",NA,"",NA,"true","2012-12-09","+/- 7 days","2012-12-09",2012,24
"10-Sep-2016","STz","Mtwara","Masasi","Mwenge Mtapika",NA,NA,"Manually Entered","Mkwajuni",NA,NA,NA,NA,"Masasi Urban",NA,0,301,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2013-09-23","+/- 7 days","2013-09-23",2013,33
"07-Aug-2017","STz","Mtwara","Masasi","Mtandi",NA,NA,"Manually Entered","Mtandi B",NA,NA,NA,NA,"Masasi Urban",NA,0,299,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2011-06-22","+/- 7 days","2011-06-22",2011,6
"10-Sep-2016","STz","Mtwara","Masasi","Matawale",NA,NA,"GPS Receiver","Tandika",NA,NA,NA,NA,"Masasi Urban",NA,0,302,"","Domestic dog",NA,"Known","Yes","Not vaccinated","false",NA,"",NA,"true","2015-04-23","+/- 7 days","2015-04-23",2015,52
"10-Sep-2016","STz","Mtwara","Masasi","Matawale",NA,NA,"GPS Receiver","Soweto",NA,NA,NA,NA,"Masasi Urban",NA,0,303,"at home","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2012-06-15","+/- 7 days","2012-06-15",2012,18
"07-Aug-2017","STz","Mtwara","Masasi","Sululu",NA,NA,"Manually Entered","Maji maji",NA,NA,NA,NA,"Masasi Urban",NA,0,307,"","Domestic dog",NA,"Known","Yes","Not vaccinated","false",NA,"",NA,"true","2011-09-28","+/- 7 days","2011-09-28",2011,9
"10-Sep-2016","STz","Mtwara","Masasi","Matawale",NA,NA,"GPS Receiver","Malichela",NA,NA,NA,NA,"Masasi Urban",NA,0,306,"","Domestic dog",NA,"Known","Yes","Not vaccinated","false",NA,"",NA,"true","2012-01-21","+/- 7 days","2012-01-21",2012,13
"10-Sep-2016","STz","Mtwara","Masasi","Mlingula",NA,NA,"Manually Entered","Majimaji",NA,NA,NA,NA,"Masasi",NA,0,310,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-02-15","+/- 7 days","2011-02-15",2011,2
"10-Sep-2016","STz","Mtwara","Masasi","Mchauru",NA,NA,"Manually Entered","Misufini",NA,NA,NA,NA,"Masasi",NA,0,324,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2011-12-21","+/- 7 days","2011-12-21",2011,12
"10-Sep-2016","STz","Mtwara","Masasi","Lukuledi",NA,NA,"Manually Entered","Chang'ombe",NA,NA,NA,NA,"Masasi",NA,0,322,"","Domestic dog",NA,"Known","Yes","Not vaccinated","false",NA,"",NA,"true","2012-02-13","+/- 7 days","2012-02-13",2012,14
"10-Sep-2016","STz","Mtwara","Masasi","Lukuledi",NA,NA,"Manually Entered","Shuleni",NA,NA,NA,NA,"Masasi",NA,0,323,"at home","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2011-11-08","+/- 7 days","2011-11-08",2011,11
"10-Sep-2016","STz","Mtwara","Masasi","Mnavira",NA,NA,"Manually Entered","Shuleni",NA,NA,NA,NA,"Masasi",NA,0,326,"","Domestic dog",NA,"Known","Yes","Not vaccinated","false",NA,"",NA,"true","2012-06-15","+/- 7 days","2012-06-15",2012,18
"10-Sep-2016","STz","Mtwara","Masasi","Lipumburu",NA,NA,"Manually Entered","Mision",NA,NA,NA,NA,"Masasi",NA,0,329,"on the farm","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2011-10-26","+/- 7 days","2011-10-26",2011,10
"10-Sep-2016","STz","Mtwara","Masasi","Nanjota",NA,NA,"Manually Entered","Ghana",NA,NA,NA,NA,"Masasi",NA,0,330,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2012-01-14","+/- 7 days","2012-01-14",2012,13
"10-Sep-2016","STz","Mtwara","Masasi","Chigugu",NA,NA,"Manually Entered","Ofisini",NA,NA,NA,NA,"Masasi",NA,0,328,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2012-10-21","+/- 7 days","2012-10-21",2012,22
"07-Aug-2017","STz","Mtwara","Masasi","Marika",NA,NA,"Manually Entered","Uwanjani",NA,NA,NA,NA,"Masasi Urban",NA,0,332,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2012-09-13","+/- 7 days","2012-09-13",2012,21
"10-Sep-2016","STz","Mtwara","Masasi","Marika",NA,NA,"Manually Entered","Kilimani Hewa",NA,NA,NA,NA,"Masasi Urban",NA,0,331,"nearby","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2015-04-26","+/- 7 days","2015-04-26",2015,52
"07-Aug-2017","STz","Mtwara","Masasi","Mkomaindo",NA,NA,"GPS Receiver","Misufini",NA,NA,NA,NA,"Masasi Urban",NA,0,336,"on the farm","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2011-03-06","+/- 7 days","2011-03-06",2011,3
"26-Sep-2016","STz","Mtwara","Masasi","Temeke",NA,NA,"GPS Receiver","Lisekese",NA,NA,NA,NA,"Masasi Urban",NA,0,335,"on the farm","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2012-10-27","+/- 7 days","2012-10-27",2012,22
"27-Sep-2016","STz","Mtwara","Masasi","Mkomaindo",NA,NA,"GPS Receiver","Mogongo Kati",NA,NA,NA,NA,"Masasi Urban",NA,0,333,"far away","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2011-12-28","+/- 7 days","2011-12-28",2011,12
"10-Sep-2016","STz","Mtwara","Masasi","Mkuti",NA,NA,"GPS Receiver","Madeko",NA,NA,NA,NA,"Masasi Urban",NA,0,337,"","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2012-07-30","+/- 28 days","2012-07-30",2012,19
"27-Sep-2016","STz","Mtwara","Masasi","Temeke",NA,NA,"GPS Receiver","Kaunda",NA,NA,NA,NA,"Masasi Urban",NA,0,334,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2014-06-15","+/- 28 days","2014-06-15",2014,42
"07-Aug-2017","STz","Mtwara","Masasi","Mpindimbi",NA,NA,"Inherited From Parent","Galani",NA,NA,NA,NA,"Masasi Urban",NA,0,294,"","Cat",NA,"Known","Yes","Not vaccinated","false",NA,"",NA,"true","2014-06-26","0","2014-06-26",2014,42
"07-Aug-2017","STz","Mtwara","Nanyumbu","Lumesule",NA,NA,"GPS Receiver","Msikitini",NA,NA,NA,NA,"Nanyumbu",NA,0,241,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2014-04-20","+/- 7 days","2014-04-20",2014,40
"07-Aug-2017","STz","Mtwara","Masasi","Mwena",NA,NA,"Inherited From Parent","Msigarila",NA,NA,NA,NA,"Masasi",NA,0,291,"","Cat",NA,"Known","Yes","Not vaccinated","false",NA,"",NA,"true","2013-07-01","+/- 28 days","2013-07-01",2013,31
"26-Sep-2016","STz","Mtwara","Nanyumbu","Likokona",NA,NA,"GPS Receiver","Mdibwa",NA,NA,NA,NA,"Nanyumbu",NA,0,246,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-04-22","+/- 7 days","2011-04-22",2011,4
"26-Sep-2016","STz","Mtwara","Nanyumbu","Likokona",NA,NA,"GPS Receiver","Musufini",NA,NA,NA,NA,"Nanyumbu",NA,0,252,"at home","Cat",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2012-08-06","+/- 7 days","2012-08-06",2012,20
